Lake,Date,Parameter,Depth,Value
Airline,7/10/19,Dissolved Oxygen (mg/L),5,16.35
Scott,7/10/19,Dissolved Oxygen (mg/L),5,0.32
Pigeon,7/15/19,Dissolved Oxygen (mg/L),5,1
Fox,7/15/19,Dissolved Oxygen (mg/L),5,8.7
James,7/15/19,Dissolved Oxygen (mg/L),5,0.2
Oswego,7/15/19,Dissolved Oxygen (mg/L),5,1.6
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),5,0
Center,7/16/19,Dissolved Oxygen (mg/L),5,6.92
Palestine,7/16/19,Dissolved Oxygen (mg/L),5,0
Winona,7/16/19,Dissolved Oxygen (mg/L),5,0
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),5,NA
Clair,7/16/19,Dissolved Oxygen (mg/L),5,0.03
Spectacle,7/22/19,Dissolved Oxygen (mg/L),5,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),5,0.61
Flat,7/22/19,Dissolved Oxygen (mg/L),5,0.15
Shockapee,7/22/19,Dissolved Oxygen (mg/L),5,0.09
Henderson,7/23/19,Dissolved Oxygen (mg/L),5,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),5,0.04
Hammond,7/23/19,Dissolved Oxygen (mg/L),5,0.2
Sellers,7/23/19,Dissolved Oxygen (mg/L),5,0.18
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),5,0.42
Moss,7/24/19,Dissolved Oxygen (mg/L),5,NA
Long,7/24/19,Dissolved Oxygen (mg/L),5,0.02
Sullivan,7/24/19,Dissolved Oxygen (mg/L),5,0.63
Duck,7/24/19,Dissolved Oxygen (mg/L),5,5.85
Tree,7/24/19,Dissolved Oxygen (mg/L),5,0.11
Trimble,7/29/19,Dissolved Oxygen (mg/L),5,NA
Dogwood,7/29/19,Dissolved Oxygen (mg/L),5,11.4
Red Pine,7/29/19,Dissolved Oxygen (mg/L),5,NA
Lincoln,7/29/19,Dissolved Oxygen (mg/L),5,0.1
Deam,7/30/19,Dissolved Oxygen (mg/L),5,0
Oak,7/30/19,Dissolved Oxygen (mg/L),5,NA
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),5,NA
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),5,NA
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),5,0
Goose,8/5/19,Dissolved Oxygen (mg/L),5,0.4
Mateer,8/5/19,Dissolved Oxygen (mg/L),5,NA
Olin,8/5/19,Dissolved Oxygen (mg/L),5,6.89
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),5,NA
Price,8/5/19,Dissolved Oxygen (mg/L),5,1.23
Kuhn,8/6/19,Dissolved Oxygen (mg/L),5,1.88
Diamond,8/6/19,Dissolved Oxygen (mg/L),5,0.28
Silver,8/6/19,Dissolved Oxygen (mg/L),5,0.84
North Little,8/6/19,Dissolved Oxygen (mg/L),5,0
Knightstown,8/6/19,Dissolved Oxygen (mg/L),5,NA
Little Otter,7/1/19,Dissolved Oxygen (mg/L),6,1.1
Green,7/1/19,Dissolved Oxygen (mg/L),6,10
Crooked,7/1/19,Dissolved Oxygen (mg/L),6,4.4
Ball,7/1/19,Dissolved Oxygen (mg/L),6,0.6
North Twin,6/24/19,Dissolved Oxygen (mg/L),6,10.25
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),6,NA
Royer,6/24/19,Dissolved Oxygen (mg/L),6,0.1
Oliver,6/24/19,Dissolved Oxygen (mg/L),6,8.77
Big Long,6/24/19,Dissolved Oxygen (mg/L),6,7.49
Rivir,6/25/19,Dissolved Oxygen (mg/L),6,0.19
Dock,6/25/19,Dissolved Oxygen (mg/L),6,0.09
Bowen,6/25/19,Dissolved Oxygen (mg/L),6,0.16
Williams,6/25/19,Dissolved Oxygen (mg/L),6,0.33
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),6,0.22
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),6,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),6,0.04
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),6,0.05
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),6,5.92
McClish,7/1/19,Dissolved Oxygen (mg/L),6,8.8
Bixler,7/2/19,Dissolved Oxygen (mg/L),6,0.19
Sacrider,7/2/19,Dissolved Oxygen (mg/L),6,0.07
Crane,7/2/19,Dissolved Oxygen (mg/L),6,0.22
Knapp,7/2/19,Dissolved Oxygen (mg/L),6,5.57
Fancher,7/8/19,Dissolved Oxygen (mg/L),6,1.95
Lake George,7/8/19,Dissolved Oxygen (mg/L),6,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),6,1.68
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),6,NA
Pleasant,7/8/19,Dissolved Oxygen (mg/L),6,0.03
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),6,0.01
Thomas,7/9/19,Dissolved Oxygen (mg/L),6,0
Hortz,7/9/19,Dissolved Oxygen (mg/L),6,0
Nyona,7/9/19,Dissolved Oxygen (mg/L),6,0
South Mud,7/9/19,Dissolved Oxygen (mg/L),6,0
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),6,0.04
Green Valley,7/10/19,Dissolved Oxygen (mg/L),6,NA
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),6,3.27
Airline,7/10/19,Dissolved Oxygen (mg/L),6,17.08
Scott,7/10/19,Dissolved Oxygen (mg/L),6,0.13
Pigeon,7/15/19,Dissolved Oxygen (mg/L),6,0.1
Fox,7/15/19,Dissolved Oxygen (mg/L),6,6.3
James,7/15/19,Dissolved Oxygen (mg/L),6,0
Oswego,7/15/19,Dissolved Oxygen (mg/L),6,0.6
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),6,0
Center,7/16/19,Dissolved Oxygen (mg/L),6,5.23
Palestine,7/16/19,Dissolved Oxygen (mg/L),6,0
Winona,7/16/19,Dissolved Oxygen (mg/L),6,0
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),6,NA
Clair,7/16/19,Dissolved Oxygen (mg/L),6,0
Spectacle,7/22/19,Dissolved Oxygen (mg/L),6,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),6,0.59
Flat,7/22/19,Dissolved Oxygen (mg/L),6,0.03
Shockapee,7/22/19,Dissolved Oxygen (mg/L),6,0.02
Henderson,7/23/19,Dissolved Oxygen (mg/L),6,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),6,NA
Hammond,7/23/19,Dissolved Oxygen (mg/L),6,0.07
Sellers,7/23/19,Dissolved Oxygen (mg/L),6,0.09
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),6,0.18
Moss,7/24/19,Dissolved Oxygen (mg/L),6,NA
Long,7/24/19,Dissolved Oxygen (mg/L),6,0
Sullivan,7/24/19,Dissolved Oxygen (mg/L),6,0.04
Duck,7/24/19,Dissolved Oxygen (mg/L),6,1.52
Tree,7/24/19,Dissolved Oxygen (mg/L),6,NA
Trimble,7/29/19,Dissolved Oxygen (mg/L),6,NA
Dogwood,7/29/19,Dissolved Oxygen (mg/L),6,4.8
Red Pine,7/29/19,Dissolved Oxygen (mg/L),6,NA
Lincoln,7/29/19,Dissolved Oxygen (mg/L),6,0
Deam,7/30/19,Dissolved Oxygen (mg/L),6,0
Oak,7/30/19,Dissolved Oxygen (mg/L),6,NA
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),6,NA
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),6,NA
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),6,0
Goose,8/5/19,Dissolved Oxygen (mg/L),6,0.12
Mateer,8/5/19,Dissolved Oxygen (mg/L),6,NA
Olin,8/5/19,Dissolved Oxygen (mg/L),6,6.51
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),6,NA
Price,8/5/19,Dissolved Oxygen (mg/L),6,1.42
Kuhn,8/6/19,Dissolved Oxygen (mg/L),6,0.32
Diamond,8/6/19,Dissolved Oxygen (mg/L),6,0.11
Silver,8/6/19,Dissolved Oxygen (mg/L),6,0.31
North Little,8/6/19,Dissolved Oxygen (mg/L),6,0
Knightstown,8/6/19,Dissolved Oxygen (mg/L),6,NA
Little Otter,7/1/19,Dissolved Oxygen (mg/L),7,0.32
Green,7/1/19,Dissolved Oxygen (mg/L),7,8.3
Crooked,7/1/19,Dissolved Oxygen (mg/L),7,2
Ball,7/1/19,Dissolved Oxygen (mg/L),7,1.5
North Twin,6/24/19,Dissolved Oxygen (mg/L),7,9.3
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),7,NA
Royer,6/24/19,Dissolved Oxygen (mg/L),7,0.1
Oliver,6/24/19,Dissolved Oxygen (mg/L),7,9.11
Big Long,6/24/19,Dissolved Oxygen (mg/L),7,6.43
Rivir,6/25/19,Dissolved Oxygen (mg/L),7,0.09
Dock,6/25/19,Dissolved Oxygen (mg/L),7,NA
Bowen,6/25/19,Dissolved Oxygen (mg/L),7,0.11
Williams,6/25/19,Dissolved Oxygen (mg/L),7,0.12
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),7,0.12
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),7,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),7,NA
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),7,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),7,2.7
McClish,7/1/19,Dissolved Oxygen (mg/L),7,5
Bixler,7/2/19,Dissolved Oxygen (mg/L),7,0.08
Sacrider,7/2/19,Dissolved Oxygen (mg/L),7,0.05
Crane,7/2/19,Dissolved Oxygen (mg/L),7,0.11
Knapp,7/2/19,Dissolved Oxygen (mg/L),7,5.67
Fancher,7/8/19,Dissolved Oxygen (mg/L),7,0.81
Lake George,7/8/19,Dissolved Oxygen (mg/L),7,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),7,0.46
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),7,NA
Pleasant,7/8/19,Dissolved Oxygen (mg/L),7,0
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),7,0
Thomas,7/9/19,Dissolved Oxygen (mg/L),7,0
Hortz,7/9/19,Dissolved Oxygen (mg/L),7,0
Nyona,7/9/19,Dissolved Oxygen (mg/L),7,0
South Mud,7/9/19,Dissolved Oxygen (mg/L),7,0
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),7,0.01
Green Valley,7/10/19,Dissolved Oxygen (mg/L),7,NA
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),7,3.98
Airline,7/10/19,Dissolved Oxygen (mg/L),7,17.59
Scott,7/10/19,Dissolved Oxygen (mg/L),7,0.04
Pigeon,7/15/19,Dissolved Oxygen (mg/L),7,0
Fox,7/15/19,Dissolved Oxygen (mg/L),7,4.1
James,7/15/19,Dissolved Oxygen (mg/L),7,0
Oswego,7/15/19,Dissolved Oxygen (mg/L),7,0.1
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),7,0
Center,7/16/19,Dissolved Oxygen (mg/L),7,1.07
Palestine,7/16/19,Dissolved Oxygen (mg/L),7,0
Winona,7/16/19,Dissolved Oxygen (mg/L),7,0
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),7,NA
Clair,7/16/19,Dissolved Oxygen (mg/L),7,0
Spectacle,7/22/19,Dissolved Oxygen (mg/L),7,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),7,0.23
Flat,7/22/19,Dissolved Oxygen (mg/L),7,NA
Shockapee,7/22/19,Dissolved Oxygen (mg/L),7,NA
Henderson,7/23/19,Dissolved Oxygen (mg/L),7,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),7,NA
Hammond,7/23/19,Dissolved Oxygen (mg/L),7,0.03
Sellers,7/23/19,Dissolved Oxygen (mg/L),7,NA
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),7,0.05
Moss,7/24/19,Dissolved Oxygen (mg/L),7,NA
Long,7/24/19,Dissolved Oxygen (mg/L),7,NA
Sullivan,7/24/19,Dissolved Oxygen (mg/L),7,NA
Duck,7/24/19,Dissolved Oxygen (mg/L),7,0.37
Tree,7/24/19,Dissolved Oxygen (mg/L),7,NA
Trimble,7/29/19,Dissolved Oxygen (mg/L),7,NA
Dogwood,7/29/19,Dissolved Oxygen (mg/L),7,0.8
Red Pine,7/29/19,Dissolved Oxygen (mg/L),7,NA
Lincoln,7/29/19,Dissolved Oxygen (mg/L),7,NA
Deam,7/30/19,Dissolved Oxygen (mg/L),7,0
Oak,7/30/19,Dissolved Oxygen (mg/L),7,NA
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),7,NA
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),7,NA
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),7,0
Goose,8/5/19,Dissolved Oxygen (mg/L),7,0.03
Mateer,8/5/19,Dissolved Oxygen (mg/L),7,NA
Olin,8/5/19,Dissolved Oxygen (mg/L),7,5.46
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),7,NA
Price,8/5/19,Dissolved Oxygen (mg/L),7,0.52
Kuhn,8/6/19,Dissolved Oxygen (mg/L),7,0.15
Diamond,8/6/19,Dissolved Oxygen (mg/L),7,0.03
Silver,8/6/19,Dissolved Oxygen (mg/L),7,0.13
North Little,8/6/19,Dissolved Oxygen (mg/L),7,0
Knightstown,8/6/19,Dissolved Oxygen (mg/L),7,NA
Little Otter,7/1/19,Dissolved Oxygen (mg/L),8,0.16
Green,7/1/19,Dissolved Oxygen (mg/L),8,7.8
Crooked,7/1/19,Dissolved Oxygen (mg/L),8,1.3
Ball,7/1/19,Dissolved Oxygen (mg/L),8,1
North Twin,6/24/19,Dissolved Oxygen (mg/L),8,5.9
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),8,NA
Royer,6/24/19,Dissolved Oxygen (mg/L),8,0.1
Oliver,6/24/19,Dissolved Oxygen (mg/L),8,9.02
Big Long,6/24/19,Dissolved Oxygen (mg/L),8,6
Rivir,6/25/19,Dissolved Oxygen (mg/L),8,0.06
Dock,6/25/19,Dissolved Oxygen (mg/L),8,NA
Bowen,6/25/19,Dissolved Oxygen (mg/L),8,0.07
Williams,6/25/19,Dissolved Oxygen (mg/L),8,0.09
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),8,NA
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),8,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),8,NA
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),8,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),8,1.19
McClish,7/1/19,Dissolved Oxygen (mg/L),8,2.5
Bixler,7/2/19,Dissolved Oxygen (mg/L),8,0.05
Sacrider,7/2/19,Dissolved Oxygen (mg/L),8,0.04
Crane,7/2/19,Dissolved Oxygen (mg/L),8,0.09
Knapp,7/2/19,Dissolved Oxygen (mg/L),8,5.53
Fancher,7/8/19,Dissolved Oxygen (mg/L),8,0.37
Lake George,7/8/19,Dissolved Oxygen (mg/L),8,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),8,0.15
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),8,NA
Pleasant,7/8/19,Dissolved Oxygen (mg/L),8,0
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),8,0
Thomas,7/9/19,Dissolved Oxygen (mg/L),8,0
Hortz,7/9/19,Dissolved Oxygen (mg/L),8,0
Nyona,7/9/19,Dissolved Oxygen (mg/L),8,0
South Mud,7/9/19,Dissolved Oxygen (mg/L),8,NA
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),8,0
Green Valley,7/10/19,Dissolved Oxygen (mg/L),8,NA
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),8,3.37
Airline,7/10/19,Dissolved Oxygen (mg/L),8,16.33
Scott,7/10/19,Dissolved Oxygen (mg/L),8,0
Pigeon,7/15/19,Dissolved Oxygen (mg/L),8,0
Fox,7/15/19,Dissolved Oxygen (mg/L),8,2.8
James,7/15/19,Dissolved Oxygen (mg/L),8,0
Oswego,7/15/19,Dissolved Oxygen (mg/L),8,0
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),8,NA
Center,7/16/19,Dissolved Oxygen (mg/L),8,0.28
Palestine,7/16/19,Dissolved Oxygen (mg/L),8,NA
Winona,7/16/19,Dissolved Oxygen (mg/L),8,0
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),8,NA
Clair,7/16/19,Dissolved Oxygen (mg/L),8,0
Spectacle,7/22/19,Dissolved Oxygen (mg/L),8,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),8,0.1
Flat,7/22/19,Dissolved Oxygen (mg/L),8,NA
Shockapee,7/22/19,Dissolved Oxygen (mg/L),8,NA
Henderson,7/23/19,Dissolved Oxygen (mg/L),8,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),8,NA
Hammond,7/23/19,Dissolved Oxygen (mg/L),8,0
Sellers,7/23/19,Dissolved Oxygen (mg/L),8,NA
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),8,0.02
Moss,7/24/19,Dissolved Oxygen (mg/L),8,NA
Long,7/24/19,Dissolved Oxygen (mg/L),8,NA
Sullivan,7/24/19,Dissolved Oxygen (mg/L),8,NA
Duck,7/24/19,Dissolved Oxygen (mg/L),8,1.15
Tree,7/24/19,Dissolved Oxygen (mg/L),8,NA
Trimble,7/29/19,Dissolved Oxygen (mg/L),8,NA
Dogwood,7/29/19,Dissolved Oxygen (mg/L),8,0.2
Red Pine,7/29/19,Dissolved Oxygen (mg/L),8,NA
Lincoln,7/29/19,Dissolved Oxygen (mg/L),8,NA
Deam,7/30/19,Dissolved Oxygen (mg/L),8,0
Oak,7/30/19,Dissolved Oxygen (mg/L),8,NA
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),8,NA
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),8,NA
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),8,NA
Goose,8/5/19,Dissolved Oxygen (mg/L),8,0.01
Mateer,8/5/19,Dissolved Oxygen (mg/L),8,NA
Olin,8/5/19,Dissolved Oxygen (mg/L),8,5.55
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),8,NA
Price,8/5/19,Dissolved Oxygen (mg/L),8,0.19
Kuhn,8/6/19,Dissolved Oxygen (mg/L),8,NA
Diamond,8/6/19,Dissolved Oxygen (mg/L),8,0.02
Silver,8/6/19,Dissolved Oxygen (mg/L),8,0.07
North Little,8/6/19,Dissolved Oxygen (mg/L),8,NA
Knightstown,8/6/19,Dissolved Oxygen (mg/L),8,NA
Little Otter,7/1/19,Dissolved Oxygen (mg/L),9,0.1
Green,7/1/19,Dissolved Oxygen (mg/L),9,7.1
Crooked,7/1/19,Dissolved Oxygen (mg/L),9,1.6
Ball,7/1/19,Dissolved Oxygen (mg/L),9,0.2
North Twin,6/24/19,Dissolved Oxygen (mg/L),9,4.3
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),9,NA
Royer,6/24/19,Dissolved Oxygen (mg/L),9,0.1
Oliver,6/24/19,Dissolved Oxygen (mg/L),9,8.72
Big Long,6/24/19,Dissolved Oxygen (mg/L),9,5.6
Rivir,6/25/19,Dissolved Oxygen (mg/L),9,0.06
Dock,6/25/19,Dissolved Oxygen (mg/L),9,NA
Bowen,6/25/19,Dissolved Oxygen (mg/L),9,0.05
Williams,6/25/19,Dissolved Oxygen (mg/L),9,0.08
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),9,NA
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),9,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),9,NA
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),9,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),9,0.09
McClish,7/1/19,Dissolved Oxygen (mg/L),9,1
Bixler,7/2/19,Dissolved Oxygen (mg/L),9,0.04
Sacrider,7/2/19,Dissolved Oxygen (mg/L),9,0.04
Crane,7/2/19,Dissolved Oxygen (mg/L),9,0.07
Knapp,7/2/19,Dissolved Oxygen (mg/L),9,4.73
Fancher,7/8/19,Dissolved Oxygen (mg/L),9,0.15
Lake George,7/8/19,Dissolved Oxygen (mg/L),9,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),9,0.07
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),9,NA
Pleasant,7/8/19,Dissolved Oxygen (mg/L),9,NA
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),9,0
Thomas,7/9/19,Dissolved Oxygen (mg/L),9,0
Hortz,7/9/19,Dissolved Oxygen (mg/L),9,NA
Nyona,7/9/19,Dissolved Oxygen (mg/L),9,NA
South Mud,7/9/19,Dissolved Oxygen (mg/L),9,NA
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),9,0
Green Valley,7/10/19,Dissolved Oxygen (mg/L),9,NA
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),9,1.13
Airline,7/10/19,Dissolved Oxygen (mg/L),9,11.33
Scott,7/10/19,Dissolved Oxygen (mg/L),9,0
Pigeon,7/15/19,Dissolved Oxygen (mg/L),9,0
Fox,7/15/19,Dissolved Oxygen (mg/L),9,1.3
James,7/15/19,Dissolved Oxygen (mg/L),9,0
Oswego,7/15/19,Dissolved Oxygen (mg/L),9,0
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),9,NA
Center,7/16/19,Dissolved Oxygen (mg/L),9,0.11
Palestine,7/16/19,Dissolved Oxygen (mg/L),9,NA
Winona,7/16/19,Dissolved Oxygen (mg/L),9,0
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),9,NA
Clair,7/16/19,Dissolved Oxygen (mg/L),9,0
Spectacle,7/22/19,Dissolved Oxygen (mg/L),9,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),9,0
Flat,7/22/19,Dissolved Oxygen (mg/L),9,NA
Shockapee,7/22/19,Dissolved Oxygen (mg/L),9,NA
Henderson,7/23/19,Dissolved Oxygen (mg/L),9,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),9,NA
Hammond,7/23/19,Dissolved Oxygen (mg/L),9,0
Sellers,7/23/19,Dissolved Oxygen (mg/L),9,NA
Troy Cedar,7/23/19,Dissolved Oxygen (mg/L),9,0.01
Moss,7/24/19,Dissolved Oxygen (mg/L),9,NA
Long,7/24/19,Dissolved Oxygen (mg/L),9,NA
Sullivan,7/24/19,Dissolved Oxygen (mg/L),9,NA
Duck,7/24/19,Dissolved Oxygen (mg/L),9,0.13
Tree,7/24/19,Dissolved Oxygen (mg/L),9,NA
Trimble,7/29/19,Dissolved Oxygen (mg/L),9,NA
Dogwood,7/29/19,Dissolved Oxygen (mg/L),9,0.1
Red Pine,7/29/19,Dissolved Oxygen (mg/L),9,NA
Lincoln,7/29/19,Dissolved Oxygen (mg/L),9,NA
Deam,7/30/19,Dissolved Oxygen (mg/L),9,0
Oak,7/30/19,Dissolved Oxygen (mg/L),9,NA
Starve Hollow,7/30/19,Dissolved Oxygen (mg/L),9,NA
Lake Lemon- Reed,7/30/19,Dissolved Oxygen (mg/L),9,NA
Lake Lemon- Riddle,7/30/19,Dissolved Oxygen (mg/L),9,NA
Goose,8/5/19,Dissolved Oxygen (mg/L),9,0
Mateer,8/5/19,Dissolved Oxygen (mg/L),9,NA
Olin,8/5/19,Dissolved Oxygen (mg/L),9,4.78
Goldeneye,8/5/19,Dissolved Oxygen (mg/L),9,NA
Price,8/5/19,Dissolved Oxygen (mg/L),9,0.09
Kuhn,8/6/19,Dissolved Oxygen (mg/L),9,NA
Diamond,8/6/19,Dissolved Oxygen (mg/L),9,0.05
Silver,8/6/19,Dissolved Oxygen (mg/L),9,0.03
North Little,8/6/19,Dissolved Oxygen (mg/L),9,NA
Knightstown,8/6/19,Dissolved Oxygen (mg/L),9,NA
Little Otter,7/1/19,Dissolved Oxygen (mg/L),10,0.06
Green,7/1/19,Dissolved Oxygen (mg/L),10,3.1
Crooked,7/1/19,Dissolved Oxygen (mg/L),10,2
Ball,7/1/19,Dissolved Oxygen (mg/L),10,0.1
North Twin,6/24/19,Dissolved Oxygen (mg/L),10,2.3
Shipshewanna,6/24/19,Dissolved Oxygen (mg/L),10,NA
Royer,6/24/19,Dissolved Oxygen (mg/L),10,0
Oliver,6/24/19,Dissolved Oxygen (mg/L),10,8.31
Big Long,6/24/19,Dissolved Oxygen (mg/L),10,5.39
Rivir,6/25/19,Dissolved Oxygen (mg/L),10,NA
Dock,6/25/19,Dissolved Oxygen (mg/L),10,NA
Bowen,6/25/19,Dissolved Oxygen (mg/L),10,0.05
Williams,6/25/19,Dissolved Oxygen (mg/L),10,0.06
Port Mitchell,6/25/19,Dissolved Oxygen (mg/L),10,NA
"Twin Pits, East",6/26/19,Dissolved Oxygen (mg/L),10,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),10,NA
Ferdinand City,6/26/19,Dissolved Oxygen (mg/L),10,NA
Huntingburg City,6/26/19,Dissolved Oxygen (mg/L),10,0.05
McClish,7/1/19,Dissolved Oxygen (mg/L),10,0.4
Bixler,7/2/19,Dissolved Oxygen (mg/L),10,0.04
Sacrider,7/2/19,Dissolved Oxygen (mg/L),10,0.03
Crane,7/2/19,Dissolved Oxygen (mg/L),10,NA
Knapp,7/2/19,Dissolved Oxygen (mg/L),10,3.53
Fancher,7/8/19,Dissolved Oxygen (mg/L),10,0.06
Lake George,7/8/19,Dissolved Oxygen (mg/L),10,NA
Hudson,7/8/19,Dissolved Oxygen (mg/L),10,0.01
Potato Cr. (Worster),7/8/19,Dissolved Oxygen (mg/L),10,NA
Pleasant,7/8/19,Dissolved Oxygen (mg/L),10,NA
Kreighbaum,7/8/19,Dissolved Oxygen (mg/L),10,0
Thomas,7/9/19,Dissolved Oxygen (mg/L),10,0
Hortz,7/9/19,Dissolved Oxygen (mg/L),10,NA
Nyona,7/9/19,Dissolved Oxygen (mg/L),10,NA
South Mud,7/9/19,Dissolved Oxygen (mg/L),10,NA
Mansfield Reservoir (Harden),7/10/19,Dissolved Oxygen (mg/L),10,0
Green Valley,7/10/19,Dissolved Oxygen (mg/L),10,NA
Stump Jumper,7/10/19,Dissolved Oxygen (mg/L),10,NA
Airline,7/10/19,Dissolved Oxygen (mg/L),10,7.6
Scott,7/10/19,Dissolved Oxygen (mg/L),10,0
Pigeon,7/15/19,Dissolved Oxygen (mg/L),10,0
Fox,7/15/19,Dissolved Oxygen (mg/L),10,0.6
James,7/15/19,Dissolved Oxygen (mg/L),10,0
Oswego,7/15/19,Dissolved Oxygen (mg/L),10,0
Little Chapman,7/15/19,Dissolved Oxygen (mg/L),10,NA
Center,7/16/19,Dissolved Oxygen (mg/L),10,0.02
Palestine,7/16/19,Dissolved Oxygen (mg/L),10,NA
Winona,7/16/19,Dissolved Oxygen (mg/L),10,0
St. Joseph Impoundment,7/16/19,Dissolved Oxygen (mg/L),10,NA
Clair,7/16/19,Dissolved Oxygen (mg/L),10,0
Spectacle,7/22/19,Dissolved Oxygen (mg/L),10,NA
Hog,7/22/19,Dissolved Oxygen (mg/L),10,0
Flat,7/22/19,Dissolved Oxygen (mg/L),10,NA
Shockapee,7/22/19,Dissolved Oxygen (mg/L),10,NA
Henderson,7/23/19,Dissolved Oxygen (mg/L),10,NA
Wolf,7/23/19,Dissolved Oxygen (mg/L),10,NA
Hammond,7/23/19,Dissolved Oxygen (mg/L),10,NA
Sellers,7/23/19,Dissolved Oxygen (mg/L),10,NA
