sample_id,lake_name,year,date_sampled,parameter,sample_location,value
2335,Atwood,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2379,Trimble,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2446,Tippecanoe,2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2473,Elk Creek #9,2016,19-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2539,Atwood,2017,19-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2574,Bowen,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.005
2588,Snow,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2643,Silver,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2659,Skunk,2018,3-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.013
2700,Clear,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2716,Spencer,2018,6-Aug-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2356,Long,2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2382,Center,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2458,Long,2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2485,Fletcher,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2499,Goldeneye,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2604,Adams,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2607,Kiser,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2634,Big Otter,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.003
2640,Gordy,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.08
2694,Big Chapman,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.017
2332,Oliver,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2442,Dallas,2016,27-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2454,Still,2016,5-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2505,Bixler,2016,2-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2547,Engle,2017,26-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2553,Tipsaw,2017,5-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2642,Loon,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2687,Brokesha,2018,23-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2693,Tippecanoe,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.015
2704,Fry,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.017
2331,Otter,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2370,Marsh,2015,20-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2375,Redbud,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2449,Upper Long,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2514,Monroe (Lower),2016,10-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2524,Simonton,2016,15-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2544,Henry,2017,21-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2561,Chapel Pit,2017,11-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,NA
2589,Pleasant,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2601,Otter,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2608,Big Chapman,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2611,Mill Pond,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2337,Big Turkey,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2367,Goldeneye,2015,21-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2483,Skunk,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2501,Nauvoo,2016,2-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2521,Diamond,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2540,Westler,2017,19-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.016
2613,Hartz,2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2615,Mansfield Reservoir (Hardin),2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2672,Canada,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2684,Upper Long,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2691,Syracuse,2018,23-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.013
2715,Stump Jumper,2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2345,Loon,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2351,Fish (Lower),2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2357,Clear (LaPorte),2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2364,Hackberry,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2579,Starve Hollow,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2638,Engle,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2649,Knapp,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2657,Fox,2018,3-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2347,Big Otter,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2448,Hoffman,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2465,Lower Fry,2016,20-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2507,Story (Upper),2016,8-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2586,Trout,2017,19-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2620,Brookville,2017,15-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.005
2635,Little Otter,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.023
2674,Loomis,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.014
2349,Hartz,2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2383,James,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2543,Big Turkey,2017,21-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2683,Rothenberger,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2711,Mississinewa Res.,2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.009
2355,Canada,2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2384,North Little,2015,27-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2450,Rider,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2498,Banning,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2545,Webster,2017,26-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2602,Golden,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2393,Grouse Ridge,2015,29-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2441,Westler,2016,27-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2461,Lake of the Woods,2016,12-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2472,Spurgeon Hollow,2016,19-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.009
2488,Robinson,2016,26-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2541,Rider,2017,21-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2666,Thomas,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2444,Miller (Chain-O),2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2451,Webster,2016,5-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2495,Prairie Creek Reservoir,2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2508,Ball,2016,8-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2639,Duely,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.013
2665,Kings,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2328,Shriner,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2336,Round,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2341,Hindman,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2456,Bear,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2523,Steinbarger,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2538,Story (Upper),2017,19-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2647,Port Mitchell,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2652,Prides Creek,2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.009
2352,Fish (Upper),2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2372,Nauvoo,2015,20-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2515,University,2016,10-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2577,Oak,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.011
2580,Crosley,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2597,Sylvan,2017,11-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2636,Golden,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.036
2644,Hogback,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.033
2680,Nauvoo,2018,16-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2386,Prairie Creek Reservoir,2015,27-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.042
2494,Eagle Creek Reservoir,2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2655,Scales,2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.013
2692,Webster,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.019
2329,Crane,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.013
2333,Martin,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2490,Sawmill,2016,26-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2614,Mississinewa Reservoir,2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2401,Geist Reservoir,2015,5-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2416,Manitou,2015,10-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2476,Ferdinand City Old,2016,18-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2573,Miller (Chain-O),2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.009
2575,Dock,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2592,Steinbarger,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2710,Prarie Creek Res.,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2334,Bear,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2343,Royer,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2462,Gilbert,2016,12-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2581,Versailles,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.088
2582,Molenkramer Res,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.015
2609,Sawmill,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2685,Sand,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2699,Shakamak,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,1.227
2520,Bartley,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2583,Bischoff Res.,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2585,Woods (Big Blue #3),2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2590,Nasby Mill Pond,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2669,Potato Cr. (Worster),2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.02
2695,Little Chapman,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2706,Starve Hollow,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2709,Middlefork Res.,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.009
2376,Red Pine,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2419,Cagles Mill (Cataract),2015,11-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2471,Brush Creek Reservoir,2016,19-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2486,Shaffer,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2487,Freeman,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2373,Ridinger,2015,21-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2387,St. Joseph Reservoir,2015,27-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.022
2418,Mansfield Reservoir (Hardin),2015,11-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2457,Wolf,2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2519,Crane,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2546,Fish,2017,26-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.005
2591,Waldron,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2594,Loon,2017,25-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2650,Baugher,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2703,Big Fry,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.011
2713,Cagles Mill (Cataract),2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2584,Manlove,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.023
2569,Riddles,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2697,Little Pike,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.017
2510,Lemon,2016,10-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2633,Fish,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.017
2696,Pike,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.011
2330,Port Mitchell,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2381,Carr,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2447,McClures,2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2503,Palestine,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2556,Dale Reservoir,2017,10-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,NA
2668,Riddles,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.014
2702,Impoundment No. 26,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.022
2342,Shipshewana,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2371,Mud (Chain of Lakes),2015,21-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.019
2415,King,2015,10-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2445,Muncie,2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2459,George (Hobart),2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2481,Green Valley,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2497,Sellers,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2675,J.C. Murphy,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.076
2460,Cedar,2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2484,Bass,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.014
2493,Cagles Mill (Cataract),2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2595,Robinson,2017,25-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2637,Steinbarger,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2480,Sullivan,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.006
2686,Bowen,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.012
2707,Versailles,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.013
2339,Loon,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2656,Ferdinand City New,2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2708,Woods (Big Blue #3),2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.053
2338,Larwill,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2417,Waveland,2015,11-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2496,Molenkramer Reservoir,2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.0175
2612,Bass,2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2671,Tamarack,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.05
2340,Little Bause,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2358,Cedar,2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.043
2712,Waveland,2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.015
2380,Willow,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2403,Scales,2015,3-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2404,Schlamm,2015,3-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2405,John Hay,2015,3-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2406,Starve Hollow,2015,3-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2407,Brush Creek Reservoir,2015,3-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2408,Huntingburg City,2015,4-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2409,White Oak #2,2015,4-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2410,Crystal,2015,4-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2411,Kickapoo,2015,4-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2412,Shakamak,2015,4-Aug-15,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.01
2435,North Twin,2016,15-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.014
2436,North Twin,2016,15-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2437,North Twin,2016,15-Jun-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.037
2663,Fry,2018,3-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,NA
2453,South Twin,2016,5-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.058
2477,Ferdinand City New,2016,18-Jul-16,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2548,Simonton,2017,28-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2549,Hunter,2017,28-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.002
2550,Fish,2017,28-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.008
2551,Banning,2017,28-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2552,Little Barbee,2017,28-Jun-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.004
2558,Benefiel,2017,11-Jul-17,Soluble Reactive Phosphorus (mg/L),Epilimnion,NA
2673,Mink,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,NA
2651,Robinson,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Epilimnion,0.017
2616,Airline,2017,11-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,NA
2467,Gambill,2016,20-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.004
2570,Eagle,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.201
2559,Hale,2017,10-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,NA
2576,Deam,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.004
2439,Gage,2016,27-Jun-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.002
2526,Nasby Mill Pond,2016,15-Aug-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,NA
2555,Chrisney,2017,10-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,NA
2571,Price,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.009
2311,Griffy,2015,30-Apr-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2363,Gambill,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2402,Boones Pond,2015,5-Aug-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2525,George,2016,15-Aug-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.066
2603,McClish,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.005
2468,Mayfield,2016,20-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.002
2475,Celina,2016,18-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.002
2565,Hammond,2017,12-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.006
2346,Green,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2362,Turtle,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2378,Todd,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2388,Summit,2015,27-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2560,Mayfield,2017,11-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,NA
2621,Griffy,2017,15-Aug-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.047
2653,"Twin Pitts, East",2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.013
2676,Gooseneck,2018,16-Jul-18,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.016
2677,"Failing ""Gentian""",2018,16-Jul-18,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.016
2705,Scott,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Hypolimnion,1.083
2504,Pretty,2016,2-Aug-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.02
2554,John Hay,2017,10-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,NA
2557,Patoka Reservoir,2017,10-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,NA
2596,Clair,2017,25-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.319
2600,Crooked,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.004
2660,Bass,2018,3-Jul-18,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.375
2667,Lawrence,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.319
2374,Goodman,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2469,Redbud,2016,20-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.022
2482,Star,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.289
2566,White Pine,2017,12-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.002
2359,T Lake,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.012
2438,Silver,2016,27-Jun-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.004
2470,Hackberry,2016,20-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.046
2478,Chrisney,2016,18-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.004
2479,Scheister,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.036
2491,Kuhn,2016,26-Jul-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.008
2502,South Twin,2016,2-Aug-16,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.002
2593,Crooked,2017,25-Jul-17,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.058
2360,Bobcat,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
2366,Bass,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Hypolimnion,0.01
