sample_id,lake_name,year,date_sampled,parameter,sample_location,value
2516,North Twin,2016,13-Aug-16,pH,Hypolimnion,6.3
2563,Horshoe,2017,12-Jul-17,pH,Hypolimnion,6.9
2598,Cedar,2017,31-Jul-17,pH,Hypolimnion,7.1
2599,Barton,2017,31-Jul-17,pH,Hypolimnion,7.6
2648,Little Bause,2018,26-Jun-18,pH,Hypolimnion,7.4
2670,Bass (N. Chain),2018,9-Jul-18,pH,Hypolimnion,7.1
2394,Yellowwood,2015,29-Jul-15,pH,Hypolimnion,6.9
2455,Lake of the Woods,2016,5-Jul-16,pH,Hypolimnion,6.6
2463,Maxinkuckee,2016,12-Jul-16,pH,Hypolimnion,7.1
2572,Goldeneye,2017,17-Jul-17,pH,Hypolimnion,7.2
2606,Upper Long,2017,31-Jul-17,pH,Hypolimnion,7.1
2610,Lawrence,2017,7-Aug-17,pH,Hypolimnion,6.7
2646,McClish,2018,25-Jun-18,pH,Hypolimnion,7.2
2688,Pretty,2018,23-Jul-18,pH,Hypolimnion,7.6
2344,Blackman,2015,6-Jul-15,pH,Hypolimnion,7.3
2368,Goose,2015,21-Jul-15,pH,Hypolimnion,7.5
2369,Failing,2015,20-Jul-15,pH,Hypolimnion,7.5
2440,Beaver Dam,2016,27-Jun-16,pH,Hypolimnion,6.8
2506,Story (Lower),2016,8-Aug-16,pH,Hypolimnion,6.6
2605,Latta,2017,31-Jul-17,pH,Hypolimnion,7.1
2654,"Twin Pitts, West",2018,2-Jul-18,pH,Hypolimnion,7
2682,Goshen Dam Pond,2018,17-Jul-18,pH,Hypolimnion,NA
2701,Chapel Pit,2018,26-Jul-18,pH,Hypolimnion,7.2
2714,Scheister,2018,31-Jul-18,pH,Hypolimnion,7.4
2350,Bass (N.Chain),2015,14-Jul-15,pH,Hypolimnion,7.3
2385,Oswego,2015,28-Jul-15,pH,Hypolimnion,7.1
2390,Webster,2015,28-Jul-15,pH,Hypolimnion,7.7
2500,Rothenberger,2016,2-Aug-16,pH,Hypolimnion,6.9
2522,Hunter,2016,15-Aug-16,pH,Hypolimnion,6.9
2564,West,2017,12-Jul-17,pH,Hypolimnion,7.5
2567,Long,2017,17-Jul-17,pH,Hypolimnion,6.1
2568,Loomis,2017,17-Jul-17,pH,Hypolimnion,6.5
2587,Jimmerson,2017,24-Jul-17,pH,Hypolimnion,7.4
2678,Pleasant,2018,16-Jul-18,pH,Hypolimnion,8.1
2679,Syl-Van,2018,16-Jul-18,pH,Hypolimnion,7.2
2698,University,2018,25-Jul-18,pH,Hypolimnion,7.1
2365,Hale,2015,15-Jul-15,pH,Hypolimnion,7
2464,Holem,2016,12-Jul-16,pH,Hypolimnion,6.8
2489,Knapp,2016,26-Jul-16,pH,Hypolimnion,6.4
2509,Hamiliton,2016,8-Aug-16,pH,Hypolimnion,7.8
2542,Mongo Mill Pond,2017,21-Jun-17,pH,Hypolimnion,NA
2632,George,2018,25-Jun-18,pH,Hypolimnion,7.6
2658,Bobcat,2018,3-Jul-18,pH,Hypolimnion,7.2
2689,Big Long,2018,23-Jul-18,pH,Hypolimnion,7.5
2717,Redbud,2018,7-Aug-18,pH,Hypolimnion,7.4
2718,Locust,2018,7-Aug-18,pH,Hypolimnion,7.2
2353,Hog,2015,14-Jul-15,pH,Hypolimnion,6.7
2361,Skunk,2015,15-Jul-15,pH,Hypolimnion,6.8
2377,Sycamore,2015,22-Jul-15,pH,Hypolimnion,7.6
2578,Schlamm,2017,17-Jul-17,pH,Hypolimnion,5.8
2681,Latta,2018,16-Jul-18,pH,Hypolimnion,7.5
2690,Dallas,2018,23-Jul-18,pH,Hypolimnion,7.4
2335,Atwood,2015,29-Jun-15,pH,Hypolimnion,7.2
2379,Trimble,2015,22-Jul-15,pH,Hypolimnion,NA
2446,Tippecanoe,2016,28-Jun-16,pH,Hypolimnion,6.6
2473,Elk Creek #9,2016,19-Jul-16,pH,Hypolimnion,6.2
2539,Atwood,2017,19-Jun-17,pH,Hypolimnion,7.4
2574,Bowen,2017,17-Jul-17,pH,Hypolimnion,7
2588,Snow,2017,24-Jul-17,pH,Hypolimnion,7.3
2643,Silver,2018,25-Jun-18,pH,Hypolimnion,7.3
2659,Skunk,2018,3-Jul-18,pH,Hypolimnion,7.3
2700,Clear,2018,26-Jul-18,pH,Hypolimnion,7.7
2716,Spencer,2018,6-Aug-18,pH,Hypolimnion,7.8
2356,Long,2015,13-Jul-15,pH,Hypolimnion,7
2382,Center,2015,28-Jul-15,pH,Hypolimnion,7.4
2458,Long,2016,11-Jul-16,pH,Hypolimnion,6.7
2485,Fletcher,2016,25-Jul-16,pH,Hypolimnion,6.2
2499,Goldeneye,2016,1-Aug-16,pH,Hypolimnion,7.3
2604,Adams,2017,31-Jul-17,pH,Hypolimnion,7
2607,Kiser,2017,7-Aug-17,pH,Hypolimnion,NA
2634,Big Otter,2018,25-Jun-18,pH,Hypolimnion,7.8
2640,Gordy,2018,26-Jun-18,pH,Hypolimnion,7
2694,Big Chapman,2018,24-Jul-18,pH,Hypolimnion,7.5
2332,Oliver,2015,29-Jun-15,pH,Hypolimnion,7.6
2442,Dallas,2016,27-Jun-16,pH,Hypolimnion,6.8
2454,Still,2016,5-Jul-16,pH,Hypolimnion,6.65
2505,Bixler,2016,2-Aug-16,pH,Hypolimnion,7.3
2547,Engle,2017,26-Jun-17,pH,Hypolimnion,7.5
2553,Tipsaw,2017,5-Jul-17,pH,Hypolimnion,6.4
2642,Loon,2018,25-Jun-18,pH,Hypolimnion,7.2
2687,Brokesha,2018,23-Jul-18,pH,Hypolimnion,7.8
2693,Tippecanoe,2018,24-Jul-18,pH,Hypolimnion,7.6
2704,Fry,2018,26-Jul-18,pH,Hypolimnion,NA
2331,Otter,2015,30-Jun-15,pH,Hypolimnion,7.5
2370,Marsh,2015,20-Jul-15,pH,Hypolimnion,7.7
2375,Redbud,2015,22-Jul-15,pH,Hypolimnion,7.9
2449,Upper Long,2016,6-Jul-16,pH,Hypolimnion,6.5
2514,Monroe (Lower),2016,10-Aug-16,pH,Hypolimnion,6.5
2524,Simonton,2016,15-Aug-16,pH,Hypolimnion,6.8
2544,Henry,2017,21-Jun-17,pH,Hypolimnion,7.7
2561,Chapel Pit,2017,11-Jul-17,pH,Hypolimnion,6.9
2589,Pleasant,2017,24-Jul-17,pH,Hypolimnion,7.5
2601,Otter,2017,31-Jul-17,pH,Hypolimnion,7.2
2608,Big Chapman,2017,7-Aug-17,pH,Hypolimnion,7.4
2611,Mill Pond,2017,7-Aug-17,pH,Hypolimnion,NA
2337,Big Turkey,2015,29-Jun-15,pH,Hypolimnion,7.6
2367,Goldeneye,2015,21-Jul-15,pH,Hypolimnion,NA
2483,Skunk,2016,27-Jul-16,pH,Hypolimnion,7.2
2501,Nauvoo,2016,2-Aug-16,pH,Hypolimnion,6.7
2521,Diamond,2016,16-Aug-16,pH,Hypolimnion,6.8
2540,Westler,2017,19-Jun-17,pH,Hypolimnion,7.8
2613,Hartz,2017,8-Aug-17,pH,Hypolimnion,6.5
2615,Mansfield Reservoir (Hardin),2017,8-Aug-17,pH,Hypolimnion,6.8
2672,Canada,2018,10-Jul-18,pH,Hypolimnion,6.7
2684,Upper Long,2018,17-Jul-18,pH,Hypolimnion,7.4
2691,Syracuse,2018,23-Jul-18,pH,Hypolimnion,7.5
2715,Stump Jumper,2018,31-Jul-18,pH,Hypolimnion,7.2
2345,Loon,2015,6-Jul-15,pH,Hypolimnion,NA
2351,Fish (Lower),2015,14-Jul-15,pH,Hypolimnion,NA
2357,Clear (LaPorte),2015,13-Jul-15,pH,Hypolimnion,NA
2364,Hackberry,2015,15-Jul-15,pH,Hypolimnion,8.1
2579,Starve Hollow,2017,17-Jul-17,pH,Hypolimnion,6.6
2638,Engle,2018,26-Jun-18,pH,Hypolimnion,7.1
2649,Knapp,2018,26-Jun-18,pH,Hypolimnion,7.2
2657,Fox,2018,3-Jul-18,pH,Hypolimnion,7.2
2347,Big Otter,2015,7-Jul-15,pH,Hypolimnion,7.7
2448,Hoffman,2016,6-Jul-16,pH,Hypolimnion,6.5
2465,Lower Fry,2016,20-Jul-16,pH,Hypolimnion,NA
2507,Story (Upper),2016,8-Aug-16,pH,Hypolimnion,6.6
2586,Trout,2017,19-Jul-17,pH,Hypolimnion,6.7
2620,Brookville,2017,15-Aug-17,pH,Hypolimnion,NA
2635,Little Otter,2018,25-Jun-18,pH,Hypolimnion,7.2
2674,Loomis,2018,10-Jul-18,pH,Hypolimnion,7.2
2349,Hartz,2015,14-Jul-15,pH,Hypolimnion,7.1
2383,James,2015,28-Jul-15,pH,Hypolimnion,7.5
2543,Big Turkey,2017,21-Jun-17,pH,Hypolimnion,7.7
2683,Rothenberger,2018,17-Jul-18,pH,Hypolimnion,7.3
2711,Mississinewa Res.,2018,31-Jul-18,pH,Hypolimnion,7.5
2355,Canada,2015,13-Jul-15,pH,Hypolimnion,6.4
2384,North Little,2015,27-Jul-15,pH,Hypolimnion,7.4
2450,Rider,2016,6-Jul-16,pH,Hypolimnion,NA
2498,Banning,2016,1-Aug-16,pH,Hypolimnion,7.4
2545,Webster,2017,26-Jun-17,pH,Hypolimnion,8
2602,Golden,2017,31-Jul-17,pH,Hypolimnion,7.3
2393,Grouse Ridge,2015,29-Jul-15,pH,Hypolimnion,7
2441,Westler,2016,27-Jun-16,pH,Hypolimnion,6.9
2461,Lake of the Woods,2016,12-Jul-16,pH,Hypolimnion,6.9
2472,Spurgeon Hollow,2016,19-Jul-16,pH,Hypolimnion,5.95
2488,Robinson,2016,26-Jul-16,pH,Hypolimnion,6.1
2541,Rider,2017,21-Jun-17,pH,Hypolimnion,7.9
2666,Thomas,2018,9-Jul-18,pH,Hypolimnion,7.3
2444,Miller (Chain-O),2016,28-Jun-16,pH,Hypolimnion,6.9
2451,Webster,2016,5-Jul-16,pH,Hypolimnion,6.7
2495,Prairie Creek Reservoir,2016,3-Aug-16,pH,Hypolimnion,6.6
2508,Ball,2016,8-Aug-16,pH,Hypolimnion,6.6
2639,Duely,2018,26-Jun-18,pH,Hypolimnion,7.1
2665,Kings,2018,9-Jul-18,pH,Hypolimnion,7.1
2328,Shriner,2015,30-Jun-15,pH,Hypolimnion,7.4
2336,Round,2015,30-Jun-15,pH,Hypolimnion,7.7
2341,Hindman,2015,7-Jul-15,pH,Hypolimnion,7.5
2456,Bear,2016,6-Jul-16,pH,Hypolimnion,6.7
2523,Steinbarger,2016,16-Aug-16,pH,Hypolimnion,6.9
2538,Story (Upper),2017,19-Jun-17,pH,Hypolimnion,7.3
2647,Port Mitchell,2018,26-Jun-18,pH,Hypolimnion,7.4
2652,Prides Creek,2018,2-Jul-18,pH,Hypolimnion,7.3
2352,Fish (Upper),2015,14-Jul-15,pH,Hypolimnion,7.1
2372,Nauvoo,2015,20-Jul-15,pH,Hypolimnion,7.5
2515,University,2016,10-Aug-16,pH,Hypolimnion,6.65
2577,Oak,2017,17-Jul-17,pH,Hypolimnion,5.9
2580,Crosley,2017,17-Jul-17,pH,Hypolimnion,6.5
2597,Sylvan,2017,11-Jul-17,pH,Hypolimnion,7.4
2636,Golden,2018,25-Jun-18,pH,Hypolimnion,7.1
2644,Hogback,2018,25-Jun-18,pH,Hypolimnion,6.9
2680,Nauvoo,2018,16-Jul-18,pH,Hypolimnion,7.6
2386,Prairie Creek Reservoir,2015,27-Jul-15,pH,Hypolimnion,7.8
2494,Eagle Creek Reservoir,2016,3-Aug-16,pH,Hypolimnion,6.9
2655,Scales,2018,2-Jul-18,pH,Hypolimnion,7.2
2692,Webster,2018,24-Jul-18,pH,Hypolimnion,7.6
2329,Crane,2015,30-Jun-15,pH,Hypolimnion,7.4
2333,Martin,2015,29-Jun-15,pH,Hypolimnion,7.6
2490,Sawmill,2016,26-Jul-16,pH,Hypolimnion,6.1
2614,Mississinewa Reservoir,2017,8-Aug-17,pH,Hypolimnion,NA
2401,Geist Reservoir,2015,5-Aug-15,pH,Hypolimnion,NA
2416,Manitou,2015,10-Aug-15,pH,Hypolimnion,7.9
2476,Ferdinand City Old,2016,18-Jul-16,pH,Hypolimnion,6.4
2573,Miller (Chain-O),2017,17-Jul-17,pH,Hypolimnion,6.8
2575,Dock,2017,17-Jul-17,pH,Hypolimnion,5.7
2592,Steinbarger,2017,24-Jul-17,pH,Hypolimnion,7.3
2710,Prarie Creek Res.,2018,30-Jul-18,pH,Hypolimnion,7.5
2334,Bear,2015,29-Jun-15,pH,Hypolimnion,7.6
2343,Royer,2015,6-Jul-15,pH,Hypolimnion,7.4
2462,Gilbert,2016,12-Jul-16,pH,Hypolimnion,7
2581,Versailles,2017,17-Jul-17,pH,Hypolimnion,6.4
2582,Molenkramer Res,2017,17-Jul-17,pH,Hypolimnion,NA
2609,Sawmill,2017,7-Aug-17,pH,Hypolimnion,6.9
2685,Sand,2018,17-Jul-18,pH,Hypolimnion,7.6
2699,Shakamak,2018,26-Jul-18,pH,Hypolimnion,6.9
2520,Bartley,2016,16-Aug-16,pH,Hypolimnion,7.1
2583,Bischoff Res.,2017,17-Jul-17,pH,Hypolimnion,6.6
2585,Woods (Big Blue #3),2017,17-Jul-17,pH,Hypolimnion,7.3
2590,Nasby Mill Pond,2017,24-Jul-17,pH,Hypolimnion,NA
2669,Potato Cr. (Worster),2018,9-Jul-18,pH,Hypolimnion,7.2
2695,Little Chapman,2018,24-Jul-18,pH,Hypolimnion,7.4
2706,Starve Hollow,2018,30-Jul-18,pH,Hypolimnion,7.3
2709,Middlefork Res.,2018,30-Jul-18,pH,Hypolimnion,NA
2376,Red Pine,2015,22-Jul-15,pH,Hypolimnion,NA
2419,Cagles Mill (Cataract),2015,11-Aug-15,pH,Hypolimnion,7.8
2471,Brush Creek Reservoir,2016,19-Jul-16,pH,Hypolimnion,6.2
2486,Shaffer,2016,25-Jul-16,pH,Hypolimnion,NA
2487,Freeman,2016,25-Jul-16,pH,Hypolimnion,6.1
2373,Ridinger,2015,21-Jul-15,pH,Hypolimnion,7.6
2387,St. Joseph Reservoir,2015,27-Jul-15,pH,Hypolimnion,NA
2418,Mansfield Reservoir (Hardin),2015,11-Aug-15,pH,Hypolimnion,7.8
2457,Wolf,2016,11-Jul-16,pH,Hypolimnion,7.4
2519,Crane,2016,16-Aug-16,pH,Hypolimnion,7.1
2546,Fish,2017,26-Jun-17,pH,Hypolimnion,7.9
2591,Waldron,2017,24-Jul-17,pH,Hypolimnion,7.2
2594,Loon,2017,25-Jul-17,pH,Hypolimnion,7.3
2650,Baugher,2018,26-Jun-18,pH,Hypolimnion,7
2703,Big Fry,2018,26-Jul-18,pH,Hypolimnion,7.9
2713,Cagles Mill (Cataract),2018,31-Jul-18,pH,Hypolimnion,7.3
2584,Manlove,2017,17-Jul-17,pH,Hypolimnion,NA
2569,Riddles,2017,17-Jul-17,pH,Hypolimnion,6.8
2697,Little Pike,2018,24-Jul-18,pH,Hypolimnion,NA
2510,Lemon,2016,10-Aug-16,pH,Hypolimnion,6.7
2633,Fish,2018,25-Jun-18,pH,Hypolimnion,7.1
2696,Pike,2018,24-Jul-18,pH,Hypolimnion,7.5
2330,Port Mitchell,2015,30-Jun-15,pH,Hypolimnion,7.8
2381,Carr,2015,28-Jul-15,pH,Hypolimnion,7.4
2447,McClures,2016,28-Jun-16,pH,Hypolimnion,6.8
2503,Palestine,2016,1-Aug-16,pH,Hypolimnion,7.3
2556,Dale Reservoir,2017,10-Jul-17,pH,Hypolimnion,7.1
2668,Riddles,2018,9-Jul-18,pH,Hypolimnion,7.2
2702,Impoundment No. 26,2018,26-Jul-18,pH,Hypolimnion,8
2342,Shipshewana,2015,6-Jul-15,pH,Hypolimnion,NA
2371,Mud (Chain of Lakes),2015,21-Jul-15,pH,Hypolimnion,7.3
2415,King,2015,10-Aug-15,pH,Hypolimnion,7.6
2445,Muncie,2016,28-Jun-16,pH,Hypolimnion,7.2
2459,George (Hobart),2016,11-Jul-16,pH,Hypolimnion,NA
2481,Green Valley,2016,27-Jul-16,pH,Hypolimnion,7.2
2497,Sellers,2016,1-Aug-16,pH,Hypolimnion,7.275
2675,J.C. Murphy,2018,10-Jul-18,pH,Hypolimnion,7.4
2460,Cedar,2016,11-Jul-16,pH,Hypolimnion,8.6
2484,Bass,2016,25-Jul-16,pH,Hypolimnion,6.2
2493,Cagles Mill (Cataract),2016,3-Aug-16,pH,Hypolimnion,6.4
2595,Robinson,2017,25-Jul-17,pH,Hypolimnion,7.3
2637,Steinbarger,2018,26-Jun-18,pH,Hypolimnion,7.2
2480,Sullivan,2016,27-Jul-16,pH,Hypolimnion,7
2686,Bowen,2018,17-Jul-18,pH,Hypolimnion,7.2
2707,Versailles,2018,30-Jul-18,pH,Hypolimnion,7.1
2339,Loon,2015,7-Jul-15,pH,Hypolimnion,7.4
2656,Ferdinand City New,2018,2-Jul-18,pH,Hypolimnion,7.1
2708,Woods (Big Blue #3),2018,30-Jul-18,pH,Hypolimnion,7.4
2338,Larwill,2015,7-Jul-15,pH,Hypolimnion,7.1
2417,Waveland,2015,11-Aug-15,pH,Hypolimnion,NA
2496,Molenkramer Reservoir,2016,3-Aug-16,pH,Hypolimnion,NA
2612,Bass,2017,8-Aug-17,pH,Hypolimnion,NA
2671,Tamarack,2018,10-Jul-18,pH,Hypolimnion,NA
2340,Little Bause,2015,7-Jul-15,pH,Hypolimnion,NA
2358,Cedar,2015,13-Jul-15,pH,Hypolimnion,NA
2712,Waveland,2018,31-Jul-18,pH,Hypolimnion,7.5
2380,Willow,2015,22-Jul-15,pH,Hypolimnion,7.1
2403,Scales,2015,3-Aug-15,pH,Hypolimnion,8.5
2404,Schlamm,2015,3-Aug-15,pH,Hypolimnion,6.5
2405,John Hay,2015,3-Aug-15,pH,Hypolimnion,7.2
2406,Starve Hollow,2015,3-Aug-15,pH,Hypolimnion,6.9
2407,Brush Creek Reservoir,2015,3-Aug-15,pH,Hypolimnion,6.9
2408,Huntingburg City,2015,4-Aug-15,pH,Hypolimnion,7.2
2409,White Oak #2,2015,4-Aug-15,pH,Hypolimnion,6.6
2410,Crystal,2015,4-Aug-15,pH,Hypolimnion,7
2411,Kickapoo,2015,4-Aug-15,pH,Hypolimnion,6.9
2412,Shakamak,2015,4-Aug-15,pH,Hypolimnion,6.8
2435,North Twin,2016,15-Jun-16,pH,Hypolimnion,NA
2436,North Twin,2016,15-Jun-16,pH,Hypolimnion,NA
2437,North Twin,2016,15-Jun-16,pH,Hypolimnion,NA
2663,Fry,2018,3-Jul-18,pH,Hypolimnion,NA
2453,South Twin,2016,5-Jul-16,pH,Hypolimnion,NA
2477,Ferdinand City New,2016,18-Jul-16,pH,Hypolimnion,7.4
2548,Simonton,2017,28-Jun-17,pH,Hypolimnion,8.1
2549,Hunter,2017,28-Jun-17,pH,Hypolimnion,7.7
2550,Fish,2017,28-Jun-17,pH,Hypolimnion,7
2551,Banning,2017,28-Jun-17,pH,Hypolimnion,NA
2552,Little Barbee,2017,28-Jun-17,pH,Hypolimnion,7.4
2558,Benefiel,2017,11-Jul-17,pH,Hypolimnion,NA
2673,Mink,2018,10-Jul-18,pH,Hypolimnion,NA
2651,Robinson,2018,26-Jun-18,pH,Hypolimnion,7.2
2616,Airline,2017,11-Jul-17,Conductivity (mg/L),Epilimnion,1270
2467,Gambill,2016,20-Jul-16,Conductivity (mg/L),Epilimnion,1476
2570,Eagle,2017,17-Jul-17,Conductivity (mg/L),Epilimnion,596.5
2559,Hale,2017,10-Jul-17,Conductivity (mg/L),Epilimnion,1644
2576,Deam,2017,17-Jul-17,Conductivity (mg/L),Epilimnion,135.7
2439,Gage,2016,27-Jun-16,Conductivity (mg/L),Epilimnion,434
2526,Nasby Mill Pond,2016,15-Aug-16,Conductivity (mg/L),Epilimnion,626
2555,Chrisney,2017,10-Jul-17,Conductivity (mg/L),Epilimnion,244.7
2571,Price,2017,17-Jul-17,Conductivity (mg/L),Epilimnion,270.2
2311,Griffy,2015,30-Apr-15,Conductivity (mg/L),Epilimnion,345
2363,Gambill,2015,15-Jul-15,Conductivity (mg/L),Epilimnion,1396
2402,Boones Pond,2015,5-Aug-15,Conductivity (mg/L),Epilimnion,525
2525,George,2016,15-Aug-16,Conductivity (mg/L),Epilimnion,347
2603,McClish,2017,31-Jul-17,Conductivity (mg/L),Epilimnion,622.2
2468,Mayfield,2016,20-Jul-16,Conductivity (mg/L),Epilimnion,2140
2475,Celina,2016,18-Jul-16,Conductivity (mg/L),Epilimnion,102
2565,Hammond,2017,12-Jul-17,Conductivity (mg/L),Epilimnion,1208
2346,Green,2015,6-Jul-15,Conductivity (mg/L),Epilimnion,742
2362,Turtle,2015,15-Jul-15,Conductivity (mg/L),Epilimnion,408
2378,Todd,2015,22-Jul-15,Conductivity (mg/L),Epilimnion,2040
2388,Summit,2015,27-Jul-15,Conductivity (mg/L),Epilimnion,301
2560,Mayfield,2017,11-Jul-17,Conductivity (mg/L),Epilimnion,2336
2621,Griffy,2017,15-Aug-17,Conductivity (mg/L),Epilimnion,349.3
2653,"Twin Pitts, East",2018,2-Jul-18,Conductivity (mg/L),Epilimnion,1924
2676,Gooseneck,2018,16-Jul-18,Conductivity (mg/L),Epilimnion,565.6
2677,"Failing ""Gentian""",2018,16-Jul-18,Conductivity (mg/L),Epilimnion,801.7
2705,Scott,2018,26-Jul-18,Conductivity (mg/L),Epilimnion,1572
2504,Pretty,2016,2-Aug-16,Conductivity (mg/L),Epilimnion,323
2554,John Hay,2017,10-Jul-17,Conductivity (mg/L),Epilimnion,271.8
2557,Patoka Reservoir,2017,10-Jul-17,Conductivity (mg/L),Epilimnion,180.6
2596,Clair,2017,25-Jul-17,Conductivity (mg/L),Epilimnion,481.7
2600,Crooked,2017,31-Jul-17,Conductivity (mg/L),Epilimnion,561.4
2660,Bass,2018,3-Jul-18,Conductivity (mg/L),Epilimnion,691.7
2667,Lawrence,2018,9-Jul-18,Conductivity (mg/L),Epilimnion,421.5
2374,Goodman,2015,22-Jul-15,Conductivity (mg/L),Epilimnion,1216
2469,Redbud,2016,20-Jul-16,Conductivity (mg/L),Epilimnion,935
2482,Star,2016,27-Jul-16,Conductivity (mg/L),Epilimnion,NA
2566,White Pine,2017,12-Jul-17,Conductivity (mg/L),Epilimnion,1153
2359,T Lake,2015,15-Jul-15,Conductivity (mg/L),Epilimnion,1276
2438,Silver,2016,27-Jun-16,Conductivity (mg/L),Epilimnion,416
2470,Hackberry,2016,20-Jul-16,Conductivity (mg/L),Epilimnion,988
2478,Chrisney,2016,18-Jul-16,Conductivity (mg/L),Epilimnion,161
2479,Scheister,2016,27-Jul-16,Conductivity (mg/L),Epilimnion,508
2491,Kuhn,2016,26-Jul-16,Conductivity (mg/L),Epilimnion,406
2502,South Twin,2016,2-Aug-16,Conductivity (mg/L),Epilimnion,360
2593,Crooked,2017,25-Jul-17,Conductivity (mg/L),Epilimnion,318.6
2360,Bobcat,2015,15-Jul-15,Conductivity (mg/L),Epilimnion,165
2366,Bass,2015,15-Jul-15,Conductivity (mg/L),Epilimnion,655
2389,Wawasee,2015,28-Jul-15,Conductivity (mg/L),Epilimnion,364
2443,Atwood,2016,28-Jun-16,Conductivity (mg/L),Epilimnion,282
2452,South Twin,2016,5-Jul-16,Conductivity (mg/L),Epilimnion,377
2466,Chapel pit,2016,20-Jul-16,Conductivity (mg/L),Epilimnion,259
2474,Springs Valley (Tucker),2016,18-Jul-16,Conductivity (mg/L),Epilimnion,143
2516,North Twin,2016,13-Aug-16,Conductivity (mg/L),Epilimnion,366
2563,Horshoe,2017,12-Jul-17,Conductivity (mg/L),Epilimnion,241.6
2598,Cedar,2017,31-Jul-17,Conductivity (mg/L),Epilimnion,484
2599,Barton,2017,31-Jul-17,Conductivity (mg/L),Epilimnion,660.6
2648,Little Bause,2018,26-Jun-18,Conductivity (mg/L),Epilimnion,531.3
2670,Bass (N. Chain),2018,9-Jul-18,Conductivity (mg/L),Epilimnion,317.6
2394,Yellowwood,2015,29-Jul-15,Conductivity (mg/L),Epilimnion,145
2455,Lake of the Woods,2016,5-Jul-16,Conductivity (mg/L),Epilimnion,455
2463,Maxinkuckee,2016,12-Jul-16,Conductivity (mg/L),Epilimnion,366
2572,Goldeneye,2017,17-Jul-17,Conductivity (mg/L),Epilimnion,323.6
2606,Upper Long,2017,31-Jul-17,Conductivity (mg/L),Epilimnion,496.2
2610,Lawrence,2017,7-Aug-17,Conductivity (mg/L),Epilimnion,419.8
2646,McClish,2018,25-Jun-18,Conductivity (mg/L),Epilimnion,557.8
2688,Pretty,2018,23-Jul-18,Conductivity (mg/L),Epilimnion,323.5
2344,Blackman,2015,6-Jul-15,Conductivity (mg/L),Epilimnion,371
2368,Goose,2015,21-Jul-15,Conductivity (mg/L),Epilimnion,661
2369,Failing,2015,20-Jul-15,Conductivity (mg/L),Epilimnion,798
2440,Beaver Dam,2016,27-Jun-16,Conductivity (mg/L),Epilimnion,513
2506,Story (Lower),2016,8-Aug-16,Conductivity (mg/L),Epilimnion,459
2605,Latta,2017,31-Jul-17,Conductivity (mg/L),Epilimnion,430.8
2654,"Twin Pitts, West",2018,2-Jul-18,Conductivity (mg/L),Epilimnion,1563
2682,Goshen Dam Pond,2018,17-Jul-18,Conductivity (mg/L),Epilimnion,613.7
2701,Chapel Pit,2018,26-Jul-18,Conductivity (mg/L),Epilimnion,269
2714,Scheister,2018,31-Jul-18,Conductivity (mg/L),Epilimnion,478.4
2350,Bass (N.Chain),2015,14-Jul-15,Conductivity (mg/L),Epilimnion,298
2385,Oswego,2015,28-Jul-15,Conductivity (mg/L),Epilimnion,449
2390,Webster,2015,28-Jul-15,Conductivity (mg/L),Epilimnion,437
2500,Rothenberger,2016,2-Aug-16,Conductivity (mg/L),Epilimnion,337
2522,Hunter,2016,15-Aug-16,Conductivity (mg/L),Epilimnion,363
2564,West,2017,12-Jul-17,Conductivity (mg/L),Epilimnion,1047.9
2567,Long,2017,17-Jul-17,Conductivity (mg/L),Epilimnion,194.8
2568,Loomis,2017,17-Jul-17,Conductivity (mg/L),Epilimnion,404.6
2587,Jimmerson,2017,24-Jul-17,Conductivity (mg/L),Epilimnion,535.6
2678,Pleasant,2018,16-Jul-18,Conductivity (mg/L),Epilimnion,445.2
2679,Syl-Van,2018,16-Jul-18,Conductivity (mg/L),Epilimnion,173
2698,University,2018,25-Jul-18,Conductivity (mg/L),Epilimnion,469.1
2365,Hale,2015,15-Jul-15,Conductivity (mg/L),Epilimnion,1354
2464,Holem,2016,12-Jul-16,Conductivity (mg/L),Epilimnion,436
2489,Knapp,2016,26-Jul-16,Conductivity (mg/L),Epilimnion,465
2509,Hamiliton,2016,8-Aug-16,Conductivity (mg/L),Epilimnion,357
2542,Mongo Mill Pond,2017,21-Jun-17,Conductivity (mg/L),Epilimnion,646.2
2632,George,2018,25-Jun-18,Conductivity (mg/L),Epilimnion,384
2658,Bobcat,2018,3-Jul-18,Conductivity (mg/L),Epilimnion,177
2689,Big Long,2018,23-Jul-18,Conductivity (mg/L),Epilimnion,313.4
2717,Redbud,2018,7-Aug-18,Conductivity (mg/L),Epilimnion,NA
2718,Locust,2018,7-Aug-18,Conductivity (mg/L),Epilimnion,570.2
2353,Hog,2015,14-Jul-15,Conductivity (mg/L),Epilimnion,395
2361,Skunk,2015,15-Jul-15,Conductivity (mg/L),Epilimnion,182
2377,Sycamore,2015,22-Jul-15,Conductivity (mg/L),Epilimnion,326
2578,Schlamm,2017,17-Jul-17,Conductivity (mg/L),Epilimnion,56.48
2681,Latta,2018,16-Jul-18,Conductivity (mg/L),Epilimnion,401.4
2690,Dallas,2018,23-Jul-18,Conductivity (mg/L),Epilimnion,428.6
2335,Atwood,2015,29-Jun-15,Conductivity (mg/L),Epilimnion,290.4
2379,Trimble,2015,22-Jul-15,Conductivity (mg/L),Epilimnion,2800
