sample_id,lake_name,lake_type,ecoregion_3,year,date_sampled,parameter,value
2633,Fish,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Secchi Depth (m),1.2
2696,Pike,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Secchi Depth (m),0.9
2330,Port Mitchell,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Secchi Depth (m),1.1
2381,Carr,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Secchi Depth (m),0.6
2447,McClures,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Secchi Depth (m),0.6
2503,Palestine,Impoundment,MI-IN Till Plain,2016,1-Aug-16,Secchi Depth (m),0.65
2556,Dale Reservoir,Impoundment,Interior River Lowland,2017,10-Jul-17,Secchi Depth (m),0.5
2668,Riddles,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Secchi Depth (m),0.75
2702,Impoundment No. 26,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Secchi Depth (m),0.6
2342,Shipshewana,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Secchi Depth (m),0.3
2371,Mud (Chain of Lakes),Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Secchi Depth (m),1.1
2415,King,Natural Lake,MI-IN Till Plain,2015,10-Aug-15,Secchi Depth (m),0.4
2445,Muncie,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Secchi Depth (m),0.75
2459,George (Hobart),Impoundment,Central Corn Belt Plain,2016,11-Jul-16,Secchi Depth (m),0.55
2481,Green Valley,Impoundment,Central Corn Belt Plain,2016,27-Jul-16,Secchi Depth (m),0.55
2497,Sellers,Natural Lake,MI-IN Till Plain,2016,1-Aug-16,Secchi Depth (m),0.6
2675,J.C. Murphy,Impoundment,Central Corn Belt Plain,2018,10-Jul-18,Secchi Depth (m),0.6
2460,Cedar,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Secchi Depth (m),0.15
2484,Bass,Natural Lake,MI-IN Till Plain,2016,25-Jul-16,Secchi Depth (m),0.2
2493,Cagles Mill (Cataract),Impoundment,Interior River,2016,3-Aug-16,Secchi Depth (m),0.4
2595,Robinson,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Secchi Depth (m),0.6
2637,Steinbarger,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Secchi Depth (m),0.65
2480,Sullivan,Impoundment,Interior River Lowland,2016,27-Jul-16,Secchi Depth (m),0.45
2686,Bowen,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Secchi Depth (m),0.6
2707,Versailles,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Secchi Depth (m),0.4
2339,Loon,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Secchi Depth (m),1.1
2656,Ferdinand City New,Impoundment,Interior River,2018,2-Jul-18,Secchi Depth (m),0.55
2708,Woods (Big Blue #3),Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Secchi Depth (m),0.45
2338,Larwill,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Secchi Depth (m),0.9
2417,Waveland,Impoundment,Eastern Corn Belt Plain,2015,11-Aug-15,Secchi Depth (m),0.3
2496,Molenkramer Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Secchi Depth (m),0.3
2612,Bass,Natural Lake,MI-IN Till Plain,2017,8-Aug-17,Secchi Depth (m),0.2
2671,Tamarack,Natural Lake,MI-IN Till Plain,2018,10-Jul-18,Secchi Depth (m),2.624
2340,Little Bause,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Secchi Depth (m),2
2358,Cedar,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Secchi Depth (m),0.2
2712,Waveland,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,Secchi Depth (m),0.35
2380,Willow,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Secchi Depth (m),3.5
2403,Scales,Surface Mine Lake,Interior River Lowland,2015,3-Aug-15,Secchi Depth (m),0.8
2404,Schlamm,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Secchi Depth (m),1.1
2405,John Hay,Impoundment,Interior River,2015,3-Aug-15,Secchi Depth (m),2.8
2406,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Secchi Depth (m),0.8
2407,Brush Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Secchi Depth (m),0.6
2408,Huntingburg City,Impoundment,Interior River Lowland,2015,4-Aug-15,Secchi Depth (m),0.6
2409,White Oak #2,NA,Interior River Lowland,2015,4-Aug-15,Secchi Depth (m),0.7
2410,Crystal,Surface Mine Lake,Interior River Lowland,2015,4-Aug-15,Secchi Depth (m),1.7
2411,Kickapoo,Impoundment,Interior River Lowland,2015,4-Aug-15,Secchi Depth (m),4.6
2412,Shakamak,Impoundment,Interior River Lowland,2015,4-Aug-15,Secchi Depth (m),NA
2435,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,Secchi Depth (m),NA
2436,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,Secchi Depth (m),NA
2437,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,Secchi Depth (m),NA
2663,Fry,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Secchi Depth (m),NA
2453,South Twin,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Secchi Depth (m),NA
2477,Ferdinand City New,Impoundment,Interior River,2016,18-Jul-16,Secchi Depth (m),0.4
2548,Simonton,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Secchi Depth (m),1.7
2549,Hunter,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Secchi Depth (m),2.3
2550,Fish,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Secchi Depth (m),1.2
2551,Banning,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Secchi Depth (m),1.7
2552,Little Barbee,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Secchi Depth (m),1.1
2558,Benefiel,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Secchi Depth (m),6.1
2673,Mink,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Secchi Depth (m),NA
2651,Robinson,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Secchi Depth (m),0.7
2616,Airline,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Chlorophyll-a (ug/L),0.398
2467,Gambill,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Chlorophyll-a (ug/L),0.689
2570,Eagle,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Chlorophyll-a (ug/L),0.694
2559,Hale,Surface Mine Lake,Interior River Lowland,2017,10-Jul-17,Chlorophyll-a (ug/L),0.796
2576,Deam,Impoundment,Interior River,2017,17-Jul-17,Chlorophyll-a (ug/L),0.796
2439,Gage,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Chlorophyll-a (ug/L),0.954
2526,Nasby Mill Pond,Impoundment,MI-IN Till Plain,2016,15-Aug-16,Chlorophyll-a (ug/L),0.99
2555,Chrisney,Impoundment,Interior River Lowland,2017,10-Jul-17,Chlorophyll-a (ug/L),1.193
2571,Price,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Chlorophyll-a (ug/L),1.113
2311,Griffy,Impoundment,Interior River,2015,30-Apr-15,Chlorophyll-a (ug/L),1.33
2363,Gambill,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),1.33
2402,Boones Pond,Surface Mine Lake,Eastern Corn Belt Plain,2015,5-Aug-15,Chlorophyll-a (ug/L),1.33
2525,George,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Chlorophyll-a (ug/L),1.272
2603,McClish,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),1.326
2468,Mayfield,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Chlorophyll-a (ug/L),1.378
2475,Celina,Impoundment,Interior River,2016,18-Jul-16,Chlorophyll-a (ug/L),1.378
2565,Hammond,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Chlorophyll-a (ug/L),1.381
2346,Green,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Chlorophyll-a (ug/L),1.65
2362,Turtle,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),1.495
2378,Todd,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Chlorophyll-a (ug/L),1.57
2388,Summit,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Chlorophyll-a (ug/L),1.59
2560,Mayfield,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Chlorophyll-a (ug/L),1.591
2621,Griffy,Impoundment,Interior River,2017,15-Aug-17,Chlorophyll-a (ug/L),1.591
2653,"Twin Pitts, East",Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Chlorophyll-a (ug/L),1.591
2676,Gooseneck,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Chlorophyll-a (ug/L),1.538
2677,"Failing ""Gentian""",Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Chlorophyll-a (ug/L),1.538
2705,Scott,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Chlorophyll-a (ug/L),1.591
2504,Pretty,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Chlorophyll-a (ug/L),1.722
2554,John Hay,Impoundment,Interior River,2017,10-Jul-17,Chlorophyll-a (ug/L),1.872
2557,Patoka Reservoir,Impoundment,Interior River,2017,10-Jul-17,Chlorophyll-a (ug/L),1.857
2596,Clair,Surface Mine Lake,Eastern Corn Belt Plain,2017,25-Jul-17,Chlorophyll-a (ug/L),1.989
2600,Crooked,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),1.989
2660,Bass,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Chlorophyll-a (ug/L),1.989
2667,Lawrence,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Chlorophyll-a (ug/L),1.856
2374,Goodman,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Chlorophyll-a (ug/L),2.06
2469,Redbud,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Chlorophyll-a (ug/L),2.147
2482,Star,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Chlorophyll-a (ug/L),2.227
2566,White Pine,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Chlorophyll-a (ug/L),2.21
2359,T Lake,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),2.38
2438,Silver,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Chlorophyll-a (ug/L),2.411
2470,Hackberry,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Chlorophyll-a (ug/L),2.467
2478,Chrisney,Impoundment,Interior River Lowland,2016,18-Jul-16,Chlorophyll-a (ug/L),2.474
2479,Scheister,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Chlorophyll-a (ug/L),2.411
2491,Kuhn,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Chlorophyll-a (ug/L),2.467
2502,South Twin,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Chlorophyll-a (ug/L),2.427
2593,Crooked,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Chlorophyll-a (ug/L),2.387
2360,Bobcat,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),2.59
2366,Bass,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),2.5
2389,Wawasee,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Chlorophyll-a (ug/L),2.49
2443,Atwood,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Chlorophyll-a (ug/L),2.627
2452,South Twin,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Chlorophyll-a (ug/L),2.651
2466,Chapel pit,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Chlorophyll-a (ug/L),2.683
2474,Springs Valley (Tucker),Impoundment,Interior River,2016,18-Jul-16,Chlorophyll-a (ug/L),2.598
2516,North Twin,Natural Lake,MI-IN Till Plain,2016,13-Aug-16,Chlorophyll-a (ug/L),2.598
2563,Horshoe,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Chlorophyll-a (ug/L),2.486
2598,Cedar,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),2.486
2599,Barton,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),2.486
2648,Little Bause,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Chlorophyll-a (ug/L),2.504
2670,Bass (N. Chain),Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Chlorophyll-a (ug/L),2.598
2394,Yellowwood,Impoundment,Interior River,2015,29-Jul-15,Chlorophyll-a (ug/L),2.925
2455,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Chlorophyll-a (ug/L),3.022
2463,Maxinkuckee,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Chlorophyll-a (ug/L),2.87
2572,Goldeneye,Impoundment,MI-IN Till Plain,2017,17-Jul-17,Chlorophyll-a (ug/L),2.984
2606,Upper Long,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),2.785
2610,Lawrence,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Chlorophyll-a (ug/L),2.969
2646,McClish,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Chlorophyll-a (ug/L),2.969
2688,Pretty,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Chlorophyll-a (ug/L),2.969
2344,Blackman,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Chlorophyll-a (ug/L),3.08
2368,Goose,Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Chlorophyll-a (ug/L),3.34
2369,Failing,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Chlorophyll-a (ug/L),3.32
2440,Beaver Dam,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Chlorophyll-a (ug/L),3.22
2506,Story (Lower),Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Chlorophyll-a (ug/L),3.34
2605,Latta,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),3.183
2654,"Twin Pitts, West",Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Chlorophyll-a (ug/L),3.183
2682,Goshen Dam Pond,Impoundment,MI-IN Till Plain,2018,17-Jul-18,Chlorophyll-a (ug/L),3.183
2701,Chapel Pit,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Chlorophyll-a (ug/L),3.183
2714,Scheister,Surface Mine Lake,Interior River Lowland,2018,31-Jul-18,Chlorophyll-a (ug/L),3.183
2350,Bass (N.Chain),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Chlorophyll-a (ug/L),3.6
2385,Oswego,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Chlorophyll-a (ug/L),3.59
2390,Webster,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Chlorophyll-a (ug/L),3.71
2500,Rothenberger,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Chlorophyll-a (ug/L),3.495
2522,Hunter,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Chlorophyll-a (ug/L),3.526
2564,West,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Chlorophyll-a (ug/L),3.41
2567,Long,Natural Lake,Central Corn Belt Plain,2017,17-Jul-17,Chlorophyll-a (ug/L),3.41
2568,Loomis,Natural Lake,Central Corn Belt Plain,2017,17-Jul-17,Chlorophyll-a (ug/L),3.41
2587,Jimmerson,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Chlorophyll-a (ug/L),3.481
2678,Pleasant,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Chlorophyll-a (ug/L),3.588
2679,Syl-Van,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Chlorophyll-a (ug/L),3.713
2698,University,Impoundment,Interior River,2018,25-Jul-18,Chlorophyll-a (ug/L),3.46
2365,Hale,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),4.13
2464,Holem,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Chlorophyll-a (ug/L),4.06
2489,Knapp,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Chlorophyll-a (ug/L),3.845
2509,Hamiliton,Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Chlorophyll-a (ug/L),4.124
2542,Mongo Mill Pond,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Chlorophyll-a (ug/L),3.845
2632,George,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Chlorophyll-a (ug/L),4.101
2658,Bobcat,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Chlorophyll-a (ug/L),3.978
2689,Big Long,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Chlorophyll-a (ug/L),4.082
2717,Redbud,Surface Mine Lake,Interior River Lowland,2018,7-Aug-18,Chlorophyll-a (ug/L),4.082
2718,Locust,Surface Mine Lake,Interior River Lowland,2018,7-Aug-18,Chlorophyll-a (ug/L),4.082
2353,Hog,Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Chlorophyll-a (ug/L),4.48
2361,Skunk,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),4.37
2377,Sycamore,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Chlorophyll-a (ug/L),4.58
2578,Schlamm,Impoundment,Interior River,2017,17-Jul-17,Chlorophyll-a (ug/L),4.374
2681,Latta,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Chlorophyll-a (ug/L),4.244
2690,Dallas,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Chlorophyll-a (ug/L),4.454
2335,Atwood,Impoundment,NA,2015,29-Jun-15,Chlorophyll-a (ug/L),4.77
2379,Trimble,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Chlorophyll-a (ug/L),5.01
2446,Tippecanoe,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Chlorophyll-a (ug/L),4.774
2473,Elk Creek #9,Impoundment,Interior River,2016,19-Jul-16,Chlorophyll-a (ug/L),5.052
2539,Atwood,Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Chlorophyll-a (ug/L),4.77
2574,Bowen,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Chlorophyll-a (ug/L),4.973
2588,Snow,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Chlorophyll-a (ug/L),4.806
2643,Silver,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Chlorophyll-a (ug/L),4.774
2659,Skunk,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Chlorophyll-a (ug/L),4.774
2700,Clear,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Chlorophyll-a (ug/L),5.009
2716,Spencer,Surface Mine Lake,Interior River Lowland,2018,6-Aug-18,Chlorophyll-a (ug/L),4.825
2356,Long,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Chlorophyll-a (ug/L),5.44
2382,Center,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Chlorophyll-a (ug/L),5.17
2458,Long,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Chlorophyll-a (ug/L),5.541
2485,Fletcher,Natural Lake,MI-IN Till Plain,2016,25-Jul-16,Chlorophyll-a (ug/L),5.155
2499,Goldeneye,Impoundment,MI-IN Till Plain,2016,1-Aug-16,Chlorophyll-a (ug/L),5.282
2604,Adams,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),5.47
2607,Kiser,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Chlorophyll-a (ug/L),5.287
2634,Big Otter,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Chlorophyll-a (ug/L),5.57
2640,Gordy,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Chlorophyll-a (ug/L),5.567
2694,Big Chapman,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Chlorophyll-a (ug/L),5.443
2332,Oliver,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Chlorophyll-a (ug/L),5.94
2442,Dallas,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Chlorophyll-a (ug/L),5.724
2454,Still,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Chlorophyll-a (ug/L),6.152
2505,Bixler,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Chlorophyll-a (ug/L),6.031
2547,Engle,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Chlorophyll-a (ug/L),5.879
2553,Tipsaw,Impoundment,Interior River,2017,5-Jul-17,Chlorophyll-a (ug/L),6.028
2642,Loon,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Chlorophyll-a (ug/L),5.724
2687,Brokesha,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Chlorophyll-a (ug/L),5.639
2693,Tippecanoe,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Chlorophyll-a (ug/L),5.938
2704,Fry,Surface Mine Lake,NA,2018,26-Jul-18,Chlorophyll-a (ug/L),5.835
2331,Otter,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Chlorophyll-a (ug/L),6.8
2370,Marsh,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Chlorophyll-a (ug/L),6.76
2375,Redbud,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Chlorophyll-a (ug/L),6.44
2449,Upper Long,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Chlorophyll-a (ug/L),6.252
2514,Monroe (Lower),Impoundment,Interior River,2016,10-Aug-16,Chlorophyll-a (ug/L),6.718
2524,Simonton,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Chlorophyll-a (ug/L),6.262
2544,Henry,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Chlorophyll-a (ug/L),6.679
2561,Chapel Pit,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Chlorophyll-a (ug/L),6.862
2589,Pleasant,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Chlorophyll-a (ug/L),6.365
2601,Otter,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),6.68
2608,Big Chapman,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Chlorophyll-a (ug/L),6.733
2611,Mill Pond,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Chlorophyll-a (ug/L),6.68
2337,Big Turkey,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Chlorophyll-a (ug/L),6.89
2367,Goldeneye,Impoundment,MI-IN Till Plain,2015,21-Jul-15,Chlorophyll-a (ug/L),6.97
2483,Skunk,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Chlorophyll-a (ug/L),7.559
2501,Nauvoo,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Chlorophyll-a (ug/L),7.463
2521,Diamond,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Chlorophyll-a (ug/L),7.423
2540,Westler,Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Chlorophyll-a (ug/L),6.896
2613,Hartz,Natural Lake,MI-IN Till Plain,2017,8-Aug-17,Chlorophyll-a (ug/L),6.962
2615,Mansfield Reservoir (Hardin),Impoundment,Interior River Lowland,2017,8-Aug-17,Chlorophyll-a (ug/L),7.423
2672,Canada,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Chlorophyll-a (ug/L),7.423
2684,Upper Long,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Chlorophyll-a (ug/L),6.921
2691,Syracuse,Natural Lake,MI-IN Till Plain,2018,23-Jul-18,Chlorophyll-a (ug/L),7.423
2715,Stump Jumper,Surface Mine Lake,Interior River Lowland,2018,31-Jul-18,Chlorophyll-a (ug/L),7.161
2345,Loon,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Chlorophyll-a (ug/L),8.065
2351,Fish (Lower),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Chlorophyll-a (ug/L),8.35
2357,Clear (LaPorte),Natural Lake,MI-IN Till Plain,2015,13-Jul-15,Chlorophyll-a (ug/L),8.35
2364,Hackberry,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Chlorophyll-a (ug/L),8.05
2579,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Chlorophyll-a (ug/L),7.957
2638,Engle,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Chlorophyll-a (ug/L),7.69
2649,Knapp,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Chlorophyll-a (ug/L),7.69
2657,Fox,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Chlorophyll-a (ug/L),7.917
2347,Big Otter,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Chlorophyll-a (ug/L),9.28
2448,Hoffman,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Chlorophyll-a (ug/L),9.236
2465,Lower Fry,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Chlorophyll-a (ug/L),8.945
2507,Story (Upper),Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Chlorophyll-a (ug/L),9.27
2586,Trout,Surface Mine Lake,Interior River Lowland,2017,19-Jul-17,Chlorophyll-a (ug/L),8.752
2620,Brookville,Impoundment,Eastern Corn Belt Plain,2017,15-Aug-17,Chlorophyll-a (ug/L),8.814
2635,Little Otter,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Chlorophyll-a (ug/L),8.955
2674,Loomis,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Chlorophyll-a (ug/L),9.337
2349,Hartz,Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Chlorophyll-a (ug/L),10.02
2383,James,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Chlorophyll-a (ug/L),10.23
2543,Big Turkey,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Chlorophyll-a (ug/L),9.438
2683,Rothenberger,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Chlorophyll-a (ug/L),10.078
2711,Mississinewa Res.,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,Chlorophyll-a (ug/L),10.344
2355,Canada,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Chlorophyll-a (ug/L),10.39
2384,North Little,Natural Lake,MI-IN Till Plain,2015,27-Jul-15,Chlorophyll-a (ug/L),11.14
2450,Rider,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Chlorophyll-a (ug/L),11.367
2498,Banning,Natural Lake,MI-IN Till Plain,2016,1-Aug-16,Chlorophyll-a (ug/L),11.308
2545,Webster,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Chlorophyll-a (ug/L),11.381
2602,Golden,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Chlorophyll-a (ug/L),11.134
2393,Grouse Ridge,Impoundment,Eastern Corn Belt Plain,2015,29-Jul-15,Chlorophyll-a (ug/L),11.93
2441,Westler,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Chlorophyll-a (ug/L),12.384
2461,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Chlorophyll-a (ug/L),12.135
2472,Spurgeon Hollow,Impoundment,Interior River,2016,19-Jul-16,Chlorophyll-a (ug/L),11.505
