sample_id,lake_name,ecoregion_3,year,date_sampled,parameter,sample_location,value
2610,Lawrence,MI-IN Till Plain,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.236
2646,McClish,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.009
2688,Pretty,MI-IN Till Plain,2018,23-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.033
2344,Blackman,MI-IN Till Plain,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0585
2368,Goose,MI-IN Till Plain,2015,21-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0845
2369,Failing,MI-IN Till Plain,2015,20-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0185
2440,Beaver Dam,MI-IN Till Plain,2016,27-Jun-16,Soluble Reactive Phosphorus (mg/L),Average,0.003
2506,Story (Lower),MI-IN Till Plain,2016,8-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.1685
2605,Latta,MI-IN Till Plain,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.063
2654,"Twin Pitts, West",Interior River Lowland,2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0074
2682,Goshen Dam Pond,MI-IN Till Plain,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.071
2701,Chapel Pit,Interior River Lowland,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.006
2714,Scheister,Interior River Lowland,2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.147
2350,Bass (N.Chain),MI-IN Till Plain,2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2385,Oswego,MI-IN Till Plain,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.1105
2390,Webster,MI-IN Till Plain,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.093
2500,Rothenberger,MI-IN Till Plain,2016,2-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.615
2522,Hunter,MI-IN Till Plain,2016,15-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.004
2564,West,Interior River Lowland,2017,12-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.002
2567,Long,Central Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.0095
2568,Loomis,Central Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.2945
2587,Jimmerson,MI-IN Till Plain,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.006
2678,Pleasant,MI-IN Till Plain,2018,16-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.004
2679,Syl-Van,MI-IN Till Plain,2018,16-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.009
2698,University,Interior River,2018,25-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.169
2365,Hale,Interior River Lowland,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.282
2464,Holem,MI-IN Till Plain,2016,12-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.046
2489,Knapp,MI-IN Till Plain,2016,26-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.155
2509,Hamiliton,MI-IN Till Plain,2016,8-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.2465
2542,Mongo Mill Pond,MI-IN Till Plain,2017,21-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.013
2632,George,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.025
2658,Bobcat,Interior River Lowland,2018,3-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.013
2689,Big Long,MI-IN Till Plain,2018,23-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.058
2717,Redbud,Interior River Lowland,2018,7-Aug-18,Soluble Reactive Phosphorus (mg/L),Average,0.106
2718,Locust,Interior River Lowland,2018,7-Aug-18,Soluble Reactive Phosphorus (mg/L),Average,0.005
2353,Hog,MI-IN Till Plain,2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.012
2361,Skunk,Interior River Lowland,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2377,Sycamore,Interior River Lowland,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2578,Schlamm,Interior River,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.007
2681,Latta,MI-IN Till Plain,2018,16-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.084
2690,Dallas,MI-IN Till Plain,2018,23-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.2575
2335,Atwood,NA,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2379,Trimble,Interior River Lowland,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2446,Tippecanoe,MI-IN Till Plain,2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Average,0.027
2473,Elk Creek #9,Interior River,2016,19-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.002
2539,Atwood,MI-IN Till Plain,2017,19-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.008
2574,Bowen,MI-IN Till Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.636
2588,Snow,MI-IN Till Plain,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.01
2643,Silver,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.0135
2659,Skunk,Interior River Lowland,2018,3-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.014
2700,Clear,Interior River Lowland,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0075
2716,Spencer,Interior River Lowland,2018,6-Aug-18,Soluble Reactive Phosphorus (mg/L),Average,0.008
2356,Long,Central Corn Belt Plain,2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2382,Center,MI-IN Till Plain,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.125
2458,Long,Central Corn Belt Plain,2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.004
2485,Fletcher,MI-IN Till Plain,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.057
2499,Goldeneye,MI-IN Till Plain,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.002
2604,Adams,MI-IN Till Plain,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.027
2607,Kiser,MI-IN Till Plain,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.004
2634,Big Otter,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.0725
2640,Gordy,MI-IN Till Plain,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.0735
2694,Big Chapman,MI-IN Till Plain,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.014
2332,Oliver,MI-IN Till Plain,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2442,Dallas,MI-IN Till Plain,2016,27-Jun-16,Soluble Reactive Phosphorus (mg/L),Average,0.023
2454,Still,MI-IN Till Plain,2016,5-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.004
2505,Bixler,MI-IN Till Plain,2016,2-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.1995
2547,Engle,MI-IN Till Plain,2017,26-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.008
2553,Tipsaw,Interior River,2017,5-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.0065
2642,Loon,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.012
2687,Brokesha,MI-IN Till Plain,2018,23-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0085
2693,Tippecanoe,MI-IN Till Plain,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0455
2704,Fry,NA,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.017
2331,Otter,MI-IN Till Plain,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2370,Marsh,MI-IN Till Plain,2015,20-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.056
2375,Redbud,Interior River Lowland,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0255
2449,Upper Long,MI-IN Till Plain,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.082
2514,Monroe (Lower),Interior River,2016,10-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.09625
2524,Simonton,MI-IN Till Plain,2016,15-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.004
2544,Henry,MI-IN Till Plain,2017,21-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.0095
2561,Chapel Pit,Interior River Lowland,2017,11-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,NA
2589,Pleasant,MI-IN Till Plain,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.0035
2601,Otter,MI-IN Till Plain,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.0145
2608,Big Chapman,MI-IN Till Plain,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.0075
2611,Mill Pond,MI-IN Till Plain,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.002
2337,Big Turkey,MI-IN Till Plain,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.0115
2367,Goldeneye,MI-IN Till Plain,2015,21-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2483,Skunk,Interior River Lowland,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.005
2501,Nauvoo,MI-IN Till Plain,2016,2-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.155
2521,Diamond,MI-IN Till Plain,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.0225
2540,Westler,MI-IN Till Plain,2017,19-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.0405
2613,Hartz,MI-IN Till Plain,2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.1545
2615,Mansfield Reservoir (Hardin),Interior River Lowland,2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.185
2672,Canada,Central Corn Belt Plain,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.015
2684,Upper Long,MI-IN Till Plain,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.11
2691,Syracuse,MI-IN Till Plain,2018,23-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.015
2715,Stump Jumper,Interior River Lowland,2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0085
2345,Loon,MI-IN Till Plain,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2351,Fish (Lower),MI-IN Till Plain,2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2357,Clear (LaPorte),MI-IN Till Plain,2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2364,Hackberry,Interior River Lowland,2015,15-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2579,Starve Hollow,Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.0075
2638,Engle,MI-IN Till Plain,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.006
2649,Knapp,MI-IN Till Plain,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.0825
2657,Fox,Interior River Lowland,2018,3-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0095
2347,Big Otter,MI-IN Till Plain,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.04
2448,Hoffman,MI-IN Till Plain,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.011
2465,Lower Fry,Interior River Lowland,2016,20-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.002
2507,Story (Upper),MI-IN Till Plain,2016,8-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.02
2586,Trout,Interior River Lowland,2017,19-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.3695
2620,Brookville,Eastern Corn Belt Plain,2017,15-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.005
2635,Little Otter,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.0305
2674,Loomis,Central Corn Belt Plain,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.2035
2349,Hartz,MI-IN Till Plain,2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0965
2383,James,MI-IN Till Plain,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.132
2543,Big Turkey,MI-IN Till Plain,2017,21-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.036
2683,Rothenberger,MI-IN Till Plain,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.013
2711,Mississinewa Res.,Eastern Corn Belt Plain,2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0185
2355,Canada,Central Corn Belt Plain,2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.036
2384,North Little,MI-IN Till Plain,2015,27-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0295
2450,Rider,MI-IN Till Plain,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.006
2498,Banning,MI-IN Till Plain,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.003
2545,Webster,MI-IN Till Plain,2017,26-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.074
2602,Golden,MI-IN Till Plain,2017,31-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.0885
2393,Grouse Ridge,Eastern Corn Belt Plain,2015,29-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2441,Westler,MI-IN Till Plain,2016,27-Jun-16,Soluble Reactive Phosphorus (mg/L),Average,0.02725
2461,Lake of the Woods,MI-IN Till Plain,2016,12-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.174
2472,Spurgeon Hollow,Interior River,2016,19-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.0055
2488,Robinson,MI-IN Till Plain,2016,26-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.1175
2541,Rider,MI-IN Till Plain,2017,21-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.0065
2666,Thomas,MI-IN Till Plain,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.017
2444,Miller (Chain-O),MI-IN Till Plain,2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Average,0.12625
2451,Webster,MI-IN Till Plain,2016,5-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.121
2495,Prairie Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.059
2508,Ball,MI-IN Till Plain,2016,8-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.152
2639,Duely,MI-IN Till Plain,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.086
2665,Kings,MI-IN Till Plain,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.44
2328,Shriner,MI-IN Till Plain,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.1885
2336,Round,MI-IN Till Plain,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.2225
2341,Hindman,MI-IN Till Plain,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0615
2456,Bear,MI-IN Till Plain,2016,6-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.117
2523,Steinbarger,MI-IN Till Plain,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.089
2538,Story (Upper),MI-IN Till Plain,2017,19-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.071
2647,Port Mitchell,MI-IN Till Plain,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.052
2652,Prides Creek,Interior River Lowland,2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.1115
2352,Fish (Upper),MI-IN Till Plain,2015,14-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2372,Nauvoo,MI-IN Till Plain,2015,20-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.2175
2515,University,Interior River,2016,10-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.18575
2577,Oak,Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.0075
2580,Crosley,Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.005
2597,Sylvan,MI-IN Till Plain,2017,11-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.177
2636,Golden,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.0525
2644,Hogback,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.074
2680,Nauvoo,MI-IN Till Plain,2018,16-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.136
2386,Prairie Creek Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.088
2494,Eagle Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.2125
2655,Scales,Interior River Lowland,2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0935
2692,Webster,MI-IN Till Plain,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.1785
2329,Crane,MI-IN Till Plain,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.387
2333,Martin,MI-IN Till Plain,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.0165
2490,Sawmill,MI-IN Till Plain,2016,26-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.0145
2614,Mississinewa Reservoir,Eastern Corn Belt Plain,2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.002
2401,Geist Reservoir,Eastern Corn Belt Plain,2015,5-Aug-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2416,Manitou,MI-IN Till Plain,2015,10-Aug-15,Soluble Reactive Phosphorus (mg/L),Average,0.2099
2476,Ferdinand City Old,Interior River Lowland,2016,18-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.002
2573,Miller (Chain-O),MI-IN Till Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.159
2575,Dock,MI-IN Till Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.1395
2592,Steinbarger,MI-IN Till Plain,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.1845
2710,Prarie Creek Res.,Eastern Corn Belt Plain,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0245
2334,Bear,MI-IN Till Plain,2015,29-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.1035
2343,Royer,MI-IN Till Plain,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0915
2462,Gilbert,Central Corn Belt Plain,2016,12-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.061
2581,Versailles,Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.058
2582,Molenkramer Res,Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.015
2609,Sawmill,MI-IN Till Plain,2017,7-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.082
2685,Sand,MI-IN Till Plain,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.099
2699,Shakamak,Interior River Lowland,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.6275
2520,Bartley,MI-IN Till Plain,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.36175
2583,Bischoff Res.,Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.3345
2585,Woods (Big Blue #3),Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.007
2590,Nasby Mill Pond,MI-IN Till Plain,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.006
2669,Potato Cr. (Worster),MI-IN Till Plain,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.028
2695,Little Chapman,MI-IN Till Plain,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0155
2706,Starve Hollow,Eastern Corn Belt Plain,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0245
2709,Middlefork Res.,Eastern Corn Belt Plain,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.009
2376,Red Pine,Interior River Lowland,2015,22-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2419,Cagles Mill (Cataract),Interior River,2015,11-Aug-15,Soluble Reactive Phosphorus (mg/L),Average,0.01425
2471,Brush Creek Reservoir,Eastern Corn Belt Plain,2016,19-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.065
2486,Shaffer,MI-IN Till Plain,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.008
2487,Freeman,Eastern Corn Belt Plain,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.036
2373,Ridinger,MI-IN Till Plain,2015,21-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.0545
2387,St. Joseph Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.022
2418,Mansfield Reservoir (Hardin),Interior River Lowland,2015,11-Aug-15,Soluble Reactive Phosphorus (mg/L),Average,0.011
2457,Wolf,Central Corn Belt Plain,2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.004
2519,Crane,MI-IN Till Plain,2016,16-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.471
2546,Fish,MI-IN Till Plain,2017,26-Jun-17,Soluble Reactive Phosphorus (mg/L),Average,0.3895
2591,Waldron,MI-IN Till Plain,2017,24-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.252
2594,Loon,MI-IN Till Plain,2017,25-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.1365
2650,Baugher,MI-IN Till Plain,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.2515
2703,Big Fry,Interior River Lowland,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.01
2713,Cagles Mill (Cataract),Interior River,2018,31-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0295
2584,Manlove,Eastern Corn Belt Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.023
2569,Riddles,MI-IN Till Plain,2017,17-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.7475
2697,Little Pike,MI-IN Till Plain,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.017
2510,Lemon,Interior River,2016,10-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.111
2633,Fish,MI-IN Till Plain,2018,25-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.115
2696,Pike,MI-IN Till Plain,2018,24-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.1585
2330,Port Mitchell,MI-IN Till Plain,2015,30-Jun-15,Soluble Reactive Phosphorus (mg/L),Average,0.1355
2381,Carr,MI-IN Till Plain,2015,28-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.4335
2447,McClures,MI-IN Till Plain,2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Average,0.1105
2503,Palestine,MI-IN Till Plain,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.267
2556,Dale Reservoir,Interior River Lowland,2017,10-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,NA
2668,Riddles,MI-IN Till Plain,2018,9-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.5715
2702,Impoundment No. 26,Interior River Lowland,2018,26-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.025
2342,Shipshewana,MI-IN Till Plain,2015,6-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2371,Mud (Chain of Lakes),MI-IN Till Plain,2015,21-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.1185
2415,King,MI-IN Till Plain,2015,10-Aug-15,Soluble Reactive Phosphorus (mg/L),Average,0.32475
2445,Muncie,MI-IN Till Plain,2016,28-Jun-16,Soluble Reactive Phosphorus (mg/L),Average,0.373
2459,George (Hobart),Central Corn Belt Plain,2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.008
2481,Green Valley,Central Corn Belt Plain,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.1865
2497,Sellers,MI-IN Till Plain,2016,1-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.1645
2675,J.C. Murphy,Central Corn Belt Plain,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.1495
2460,Cedar,Central Corn Belt Plain,2016,11-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.009
2484,Bass,MI-IN Till Plain,2016,25-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.01
2493,Cagles Mill (Cataract),Interior River,2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.0055
2595,Robinson,MI-IN Till Plain,2017,25-Jul-17,Soluble Reactive Phosphorus (mg/L),Average,0.1275
2637,Steinbarger,MI-IN Till Plain,2018,26-Jun-18,Soluble Reactive Phosphorus (mg/L),Average,0.0445
2480,Sullivan,Interior River Lowland,2016,27-Jul-16,Soluble Reactive Phosphorus (mg/L),Average,0.066
2686,Bowen,MI-IN Till Plain,2018,17-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.56
2707,Versailles,Eastern Corn Belt Plain,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.078
2339,Loon,MI-IN Till Plain,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.105
2656,Ferdinand City New,Interior River,2018,2-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.018
2708,Woods (Big Blue #3),Eastern Corn Belt Plain,2018,30-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.0395
2338,Larwill,MI-IN Till Plain,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.5125
2417,Waveland,Eastern Corn Belt Plain,2015,11-Aug-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2496,Molenkramer Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Soluble Reactive Phosphorus (mg/L),Average,0.0175
2612,Bass,MI-IN Till Plain,2017,8-Aug-17,Soluble Reactive Phosphorus (mg/L),Average,0.002
2671,Tamarack,MI-IN Till Plain,2018,10-Jul-18,Soluble Reactive Phosphorus (mg/L),Average,0.05
2340,Little Bause,MI-IN Till Plain,2015,7-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.01
2358,Cedar,Central Corn Belt Plain,2015,13-Jul-15,Soluble Reactive Phosphorus (mg/L),Average,0.043
