sample_id,lake_name,ecoregion_3,year,date_sampled,parameter,sample_location,value
2576,Deam,Interior River,2017,17-Jul-17,Alkalinity (mg/L),Average,28
2439,Gage,MI-IN Till Plain,2016,27-Jun-16,Alkalinity (mg/L),Average,142.25
2526,Nasby Mill Pond,MI-IN Till Plain,2016,15-Aug-16,Alkalinity (mg/L),Average,243
2555,Chrisney,Interior River Lowland,2017,10-Jul-17,Alkalinity (mg/L),Average,65
2571,Price,MI-IN Till Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,261.5
2311,Griffy,Interior River,2015,30-Apr-15,Alkalinity (mg/L),Average,131.5
2363,Gambill,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,116
2402,Boones Pond,Eastern Corn Belt Plain,2015,5-Aug-15,Alkalinity (mg/L),Average,124
2525,George,MI-IN Till Plain,2016,15-Aug-16,Alkalinity (mg/L),Average,146
2603,McClish,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,213.5
2468,Mayfield,Interior River Lowland,2016,20-Jul-16,Alkalinity (mg/L),Average,197.25
2475,Celina,Interior River,2016,18-Jul-16,Alkalinity (mg/L),Average,37.25
2565,Hammond,Interior River Lowland,2017,12-Jul-17,Alkalinity (mg/L),Average,590
2346,Green,MI-IN Till Plain,2015,6-Jul-15,Alkalinity (mg/L),Average,172
2362,Turtle,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,104.5
2378,Todd,Interior River Lowland,2015,22-Jul-15,Alkalinity (mg/L),Average,174.5
2388,Summit,Eastern Corn Belt Plain,2015,27-Jul-15,Alkalinity (mg/L),Average,130.5
2560,Mayfield,Interior River Lowland,2017,11-Jul-17,Alkalinity (mg/L),Average,213
2621,Griffy,Interior River,2017,15-Aug-17,Alkalinity (mg/L),Average,148.5
2653,"Twin Pitts, East",Interior River Lowland,2018,2-Jul-18,Alkalinity (mg/L),Average,224
2676,Gooseneck,MI-IN Till Plain,2018,16-Jul-18,Alkalinity (mg/L),Average,212.5
2677,"Failing ""Gentian""",MI-IN Till Plain,2018,16-Jul-18,Alkalinity (mg/L),Average,202
2705,Scott,Interior River Lowland,2018,26-Jul-18,Alkalinity (mg/L),Average,164.5
2504,Pretty,MI-IN Till Plain,2016,2-Aug-16,Alkalinity (mg/L),Average,129.75
2554,John Hay,Interior River,2017,10-Jul-17,Alkalinity (mg/L),Average,133
2557,Patoka Reservoir,Interior River,2017,10-Jul-17,Alkalinity (mg/L),Average,65.75
2596,Clair,Eastern Corn Belt Plain,2017,25-Jul-17,Alkalinity (mg/L),Average,184.5
2600,Crooked,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,148.5
2660,Bass,Interior River Lowland,2018,3-Jul-18,Alkalinity (mg/L),Average,152
2667,Lawrence,MI-IN Till Plain,2018,9-Jul-18,Alkalinity (mg/L),Average,165
2374,Goodman,Interior River Lowland,2015,22-Jul-15,Alkalinity (mg/L),Average,208.25
2469,Redbud,Interior River Lowland,2016,20-Jul-16,Alkalinity (mg/L),Average,145.5
2482,Star,Interior River Lowland,2016,27-Jul-16,Alkalinity (mg/L),Average,223.25
2566,White Pine,Interior River Lowland,2017,12-Jul-17,Alkalinity (mg/L),Average,229.75
2359,T Lake,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,79.5
2438,Silver,MI-IN Till Plain,2016,27-Jun-16,Alkalinity (mg/L),Average,159.5
2470,Hackberry,Interior River Lowland,2016,20-Jul-16,Alkalinity (mg/L),Average,201.25
2478,Chrisney,Interior River Lowland,2016,18-Jul-16,Alkalinity (mg/L),Average,54.5
2479,Scheister,Interior River Lowland,2016,27-Jul-16,Alkalinity (mg/L),Average,89.5
2491,Kuhn,MI-IN Till Plain,2016,26-Jul-16,Alkalinity (mg/L),Average,185
2502,South Twin,MI-IN Till Plain,2016,2-Aug-16,Alkalinity (mg/L),Average,149.5
2593,Crooked,MI-IN Till Plain,2017,25-Jul-17,Alkalinity (mg/L),Average,131.5
2360,Bobcat,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,47
2366,Bass,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,90.5
2389,Wawasee,MI-IN Till Plain,2015,28-Jul-15,Alkalinity (mg/L),Average,143.5
2443,Atwood,MI-IN Till Plain,2016,28-Jun-16,Alkalinity (mg/L),Average,133
2452,South Twin,MI-IN Till Plain,2016,5-Jul-16,Alkalinity (mg/L),Average,173.5
2466,Chapel pit,Interior River Lowland,2016,20-Jul-16,Alkalinity (mg/L),Average,101
2474,Springs Valley (Tucker),Interior River,2016,18-Jul-16,Alkalinity (mg/L),Average,68.5
2516,North Twin,MI-IN Till Plain,2016,13-Aug-16,Alkalinity (mg/L),Average,159.5
2563,Horshoe,Interior River Lowland,2017,12-Jul-17,Alkalinity (mg/L),Average,55.25
2598,Cedar,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,161
2599,Barton,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,175
2648,Little Bause,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,243
2670,Bass (N. Chain),MI-IN Till Plain,2018,9-Jul-18,Alkalinity (mg/L),Average,133.5
2394,Yellowwood,Interior River,2015,29-Jul-15,Alkalinity (mg/L),Average,58.75
2455,Lake of the Woods,MI-IN Till Plain,2016,5-Jul-16,Alkalinity (mg/L),Average,182
2463,Maxinkuckee,MI-IN Till Plain,2016,12-Jul-16,Alkalinity (mg/L),Average,152.25
2572,Goldeneye,MI-IN Till Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,159.5
2606,Upper Long,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,180.75
2610,Lawrence,MI-IN Till Plain,2017,7-Aug-17,Alkalinity (mg/L),Average,162
2646,McClish,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,224
2688,Pretty,MI-IN Till Plain,2018,23-Jul-18,Alkalinity (mg/L),Average,131.5
2344,Blackman,MI-IN Till Plain,2015,6-Jul-15,Alkalinity (mg/L),Average,139.5
2368,Goose,MI-IN Till Plain,2015,21-Jul-15,Alkalinity (mg/L),Average,170.5
2369,Failing,MI-IN Till Plain,2015,20-Jul-15,Alkalinity (mg/L),Average,194
2440,Beaver Dam,MI-IN Till Plain,2016,27-Jun-16,Alkalinity (mg/L),Average,216.5
2506,Story (Lower),MI-IN Till Plain,2016,8-Aug-16,Alkalinity (mg/L),Average,239
2605,Latta,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,191
2654,"Twin Pitts, West",Interior River Lowland,2018,2-Jul-18,Alkalinity (mg/L),Average,114.5
2682,Goshen Dam Pond,MI-IN Till Plain,2018,17-Jul-18,Alkalinity (mg/L),Average,221
2701,Chapel Pit,Interior River Lowland,2018,26-Jul-18,Alkalinity (mg/L),Average,128.5
2714,Scheister,Interior River Lowland,2018,31-Jul-18,Alkalinity (mg/L),Average,114.5
2350,Bass (N.Chain),MI-IN Till Plain,2015,14-Jul-15,Alkalinity (mg/L),Average,120.75
2385,Oswego,MI-IN Till Plain,2015,28-Jul-15,Alkalinity (mg/L),Average,194.5
2390,Webster,MI-IN Till Plain,2015,28-Jul-15,Alkalinity (mg/L),Average,196
2500,Rothenberger,MI-IN Till Plain,2016,2-Aug-16,Alkalinity (mg/L),Average,183.5
2522,Hunter,MI-IN Till Plain,2016,15-Aug-16,Alkalinity (mg/L),Average,137.75
2564,West,Interior River Lowland,2017,12-Jul-17,Alkalinity (mg/L),Average,142.5
2567,Long,Central Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,65
2568,Loomis,Central Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,114
2587,Jimmerson,MI-IN Till Plain,2017,24-Jul-17,Alkalinity (mg/L),Average,185.5
2678,Pleasant,MI-IN Till Plain,2018,16-Jul-18,Alkalinity (mg/L),Average,124
2679,Syl-Van,MI-IN Till Plain,2018,16-Jul-18,Alkalinity (mg/L),Average,80
2698,University,Interior River,2018,25-Jul-18,Alkalinity (mg/L),Average,190.5
2365,Hale,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,476.5
2464,Holem,MI-IN Till Plain,2016,12-Jul-16,Alkalinity (mg/L),Average,218.75
2489,Knapp,MI-IN Till Plain,2016,26-Jul-16,Alkalinity (mg/L),Average,206.5
2509,Hamiliton,MI-IN Till Plain,2016,8-Aug-16,Alkalinity (mg/L),Average,164
2542,Mongo Mill Pond,MI-IN Till Plain,2017,21-Jun-17,Alkalinity (mg/L),Average,236
2632,George,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,164
2658,Bobcat,Interior River Lowland,2018,3-Jul-18,Alkalinity (mg/L),Average,62
2689,Big Long,MI-IN Till Plain,2018,23-Jul-18,Alkalinity (mg/L),Average,631
2717,Redbud,Interior River Lowland,2018,7-Aug-18,Alkalinity (mg/L),Average,194.5
2718,Locust,Interior River Lowland,2018,7-Aug-18,Alkalinity (mg/L),Average,114.5
2353,Hog,MI-IN Till Plain,2015,14-Jul-15,Alkalinity (mg/L),Average,68
2361,Skunk,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,57
2377,Sycamore,Interior River Lowland,2015,22-Jul-15,Alkalinity (mg/L),Average,378
2578,Schlamm,Interior River,2017,17-Jul-17,Alkalinity (mg/L),Average,25.75
2681,Latta,MI-IN Till Plain,2018,16-Jul-18,Alkalinity (mg/L),Average,204
2690,Dallas,MI-IN Till Plain,2018,23-Jul-18,Alkalinity (mg/L),Average,192
2335,Atwood,NA,2015,29-Jun-15,Alkalinity (mg/L),Average,152.25
2379,Trimble,Interior River Lowland,2015,22-Jul-15,Alkalinity (mg/L),Average,156
2446,Tippecanoe,MI-IN Till Plain,2016,28-Jun-16,Alkalinity (mg/L),Average,179
2473,Elk Creek #9,Interior River,2016,19-Jul-16,Alkalinity (mg/L),Average,39.5
2539,Atwood,MI-IN Till Plain,2017,19-Jun-17,Alkalinity (mg/L),Average,138.5
2574,Bowen,MI-IN Till Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,223.5
2588,Snow,MI-IN Till Plain,2017,24-Jul-17,Alkalinity (mg/L),Average,203
2643,Silver,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,160
2659,Skunk,Interior River Lowland,2018,3-Jul-18,Alkalinity (mg/L),Average,56
2700,Clear,Interior River Lowland,2018,26-Jul-18,Alkalinity (mg/L),Average,93.5
2716,Spencer,Interior River Lowland,2018,6-Aug-18,Alkalinity (mg/L),Average,255.5
2356,Long,Central Corn Belt Plain,2015,13-Jul-15,Alkalinity (mg/L),Average,62.5
2382,Center,MI-IN Till Plain,2015,28-Jul-15,Alkalinity (mg/L),Average,167.5
2458,Long,Central Corn Belt Plain,2016,11-Jul-16,Alkalinity (mg/L),Average,60.75
2485,Fletcher,MI-IN Till Plain,2016,25-Jul-16,Alkalinity (mg/L),Average,149.25
2499,Goldeneye,MI-IN Till Plain,2016,1-Aug-16,Alkalinity (mg/L),Average,152
2604,Adams,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,134
2607,Kiser,MI-IN Till Plain,2017,7-Aug-17,Alkalinity (mg/L),Average,206
2634,Big Otter,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,220.5
2640,Gordy,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,220
2694,Big Chapman,MI-IN Till Plain,2018,24-Jul-18,Alkalinity (mg/L),Average,155
2332,Oliver,MI-IN Till Plain,2015,29-Jun-15,Alkalinity (mg/L),Average,192.5
2442,Dallas,MI-IN Till Plain,2016,27-Jun-16,Alkalinity (mg/L),Average,204.75
2454,Still,MI-IN Till Plain,2016,5-Jul-16,Alkalinity (mg/L),Average,141.5
2505,Bixler,MI-IN Till Plain,2016,2-Aug-16,Alkalinity (mg/L),Average,180.5
2547,Engle,MI-IN Till Plain,2017,26-Jun-17,Alkalinity (mg/L),Average,233.5
2553,Tipsaw,Interior River,2017,5-Jul-17,Alkalinity (mg/L),Average,53.5
2642,Loon,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,163.5
2687,Brokesha,MI-IN Till Plain,2018,23-Jul-18,Alkalinity (mg/L),Average,145
2693,Tippecanoe,MI-IN Till Plain,2018,24-Jul-18,Alkalinity (mg/L),Average,173
2704,Fry,NA,2018,26-Jul-18,Alkalinity (mg/L),Average,173
2331,Otter,MI-IN Till Plain,2015,30-Jun-15,Alkalinity (mg/L),Average,208.5
2370,Marsh,MI-IN Till Plain,2015,20-Jul-15,Alkalinity (mg/L),Average,253.5
2375,Redbud,Interior River Lowland,2015,22-Jul-15,Alkalinity (mg/L),Average,155.5
2449,Upper Long,MI-IN Till Plain,2016,6-Jul-16,Alkalinity (mg/L),Average,174
2514,Monroe (Lower),Interior River,2016,10-Aug-16,Alkalinity (mg/L),Average,46.25
2524,Simonton,MI-IN Till Plain,2016,15-Aug-16,Alkalinity (mg/L),Average,129.5
2544,Henry,MI-IN Till Plain,2017,21-Jun-17,Alkalinity (mg/L),Average,261
2561,Chapel Pit,Interior River Lowland,2017,11-Jul-17,Alkalinity (mg/L),Average,113
2589,Pleasant,MI-IN Till Plain,2017,24-Jul-17,Alkalinity (mg/L),Average,139.25
2601,Otter,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,221
2608,Big Chapman,MI-IN Till Plain,2017,7-Aug-17,Alkalinity (mg/L),Average,172
2611,Mill Pond,MI-IN Till Plain,2017,7-Aug-17,Alkalinity (mg/L),Average,143
2337,Big Turkey,MI-IN Till Plain,2015,29-Jun-15,Alkalinity (mg/L),Average,190.25
2367,Goldeneye,MI-IN Till Plain,2015,21-Jul-15,Alkalinity (mg/L),Average,160
2483,Skunk,Interior River Lowland,2016,27-Jul-16,Alkalinity (mg/L),Average,55
2501,Nauvoo,MI-IN Till Plain,2016,2-Aug-16,Alkalinity (mg/L),Average,221.5
2521,Diamond,MI-IN Till Plain,2016,16-Aug-16,Alkalinity (mg/L),Average,161.5
2540,Westler,MI-IN Till Plain,2017,19-Jun-17,Alkalinity (mg/L),Average,211.25
2613,Hartz,MI-IN Till Plain,2017,8-Aug-17,Alkalinity (mg/L),Average,107.75
2615,Mansfield Reservoir (Hardin),Interior River Lowland,2017,8-Aug-17,Alkalinity (mg/L),Average,166
2672,Canada,Central Corn Belt Plain,2018,10-Jul-18,Alkalinity (mg/L),Average,56.5
2684,Upper Long,MI-IN Till Plain,2018,17-Jul-18,Alkalinity (mg/L),Average,183.5
2691,Syracuse,MI-IN Till Plain,2018,23-Jul-18,Alkalinity (mg/L),Average,139
2715,Stump Jumper,Interior River Lowland,2018,31-Jul-18,Alkalinity (mg/L),Average,87
2345,Loon,MI-IN Till Plain,2015,6-Jul-15,Alkalinity (mg/L),Average,126.5
2351,Fish (Lower),MI-IN Till Plain,2015,14-Jul-15,Alkalinity (mg/L),Average,175
2357,Clear (LaPorte),MI-IN Till Plain,2015,13-Jul-15,Alkalinity (mg/L),Average,94
2364,Hackberry,Interior River Lowland,2015,15-Jul-15,Alkalinity (mg/L),Average,126
2579,Starve Hollow,Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,100.5
2638,Engle,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,241.5
2649,Knapp,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,220
2657,Fox,Interior River Lowland,2018,3-Jul-18,Alkalinity (mg/L),Average,146.5
2347,Big Otter,MI-IN Till Plain,2015,7-Jul-15,Alkalinity (mg/L),Average,240
2448,Hoffman,MI-IN Till Plain,2016,6-Jul-16,Alkalinity (mg/L),Average,209
2465,Lower Fry,Interior River Lowland,2016,20-Jul-16,Alkalinity (mg/L),Average,164
2507,Story (Upper),MI-IN Till Plain,2016,8-Aug-16,Alkalinity (mg/L),Average,216.5
2586,Trout,Interior River Lowland,2017,19-Jul-17,Alkalinity (mg/L),Average,570.5
2620,Brookville,Eastern Corn Belt Plain,2017,15-Aug-17,Alkalinity (mg/L),Average,157
2635,Little Otter,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,223.5
2674,Loomis,Central Corn Belt Plain,2018,10-Jul-18,Alkalinity (mg/L),Average,110
2349,Hartz,MI-IN Till Plain,2015,14-Jul-15,Alkalinity (mg/L),Average,96.5
2383,James,MI-IN Till Plain,2015,28-Jul-15,Alkalinity (mg/L),Average,192.5
2543,Big Turkey,MI-IN Till Plain,2017,21-Jun-17,Alkalinity (mg/L),Average,209.75
2683,Rothenberger,MI-IN Till Plain,2018,17-Jul-18,Alkalinity (mg/L),Average,161
2711,Mississinewa Res.,Eastern Corn Belt Plain,2018,31-Jul-18,Alkalinity (mg/L),Average,175
2355,Canada,Central Corn Belt Plain,2015,13-Jul-15,Alkalinity (mg/L),Average,56.5
2384,North Little,MI-IN Till Plain,2015,27-Jul-15,Alkalinity (mg/L),Average,252.5
2450,Rider,MI-IN Till Plain,2016,6-Jul-16,Alkalinity (mg/L),Average,193
2498,Banning,MI-IN Till Plain,2016,1-Aug-16,Alkalinity (mg/L),Average,151.25
2545,Webster,MI-IN Till Plain,2017,26-Jun-17,Alkalinity (mg/L),Average,308.5
2602,Golden,MI-IN Till Plain,2017,31-Jul-17,Alkalinity (mg/L),Average,246
2393,Grouse Ridge,Eastern Corn Belt Plain,2015,29-Jul-15,Alkalinity (mg/L),Average,63
2441,Westler,MI-IN Till Plain,2016,27-Jun-16,Alkalinity (mg/L),Average,217.25
2461,Lake of the Woods,MI-IN Till Plain,2016,12-Jul-16,Alkalinity (mg/L),Average,188
2472,Spurgeon Hollow,Interior River,2016,19-Jul-16,Alkalinity (mg/L),Average,38.25
2488,Robinson,MI-IN Till Plain,2016,26-Jul-16,Alkalinity (mg/L),Average,180.75
2541,Rider,MI-IN Till Plain,2017,21-Jun-17,Alkalinity (mg/L),Average,215.75
2666,Thomas,MI-IN Till Plain,2018,9-Jul-18,Alkalinity (mg/L),Average,42
2444,Miller (Chain-O),MI-IN Till Plain,2016,28-Jun-16,Alkalinity (mg/L),Average,201
2451,Webster,MI-IN Till Plain,2016,5-Jul-16,Alkalinity (mg/L),Average,203.5
2495,Prairie Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Alkalinity (mg/L),Average,152
2508,Ball,MI-IN Till Plain,2016,8-Aug-16,Alkalinity (mg/L),Average,186.25
2639,Duely,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,231.5
2665,Kings,MI-IN Till Plain,2018,9-Jul-18,Alkalinity (mg/L),Average,156
2328,Shriner,MI-IN Till Plain,2015,30-Jun-15,Alkalinity (mg/L),Average,134.5
2336,Round,MI-IN Till Plain,2015,30-Jun-15,Alkalinity (mg/L),Average,137.5
2341,Hindman,MI-IN Till Plain,2015,7-Jul-15,Alkalinity (mg/L),Average,234
2456,Bear,MI-IN Till Plain,2016,6-Jul-16,Alkalinity (mg/L),Average,180.5
2523,Steinbarger,MI-IN Till Plain,2016,16-Aug-16,Alkalinity (mg/L),Average,223.25
2538,Story (Upper),MI-IN Till Plain,2017,19-Jun-17,Alkalinity (mg/L),Average,206
2647,Port Mitchell,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,205.5
2652,Prides Creek,Interior River Lowland,2018,2-Jul-18,Alkalinity (mg/L),Average,85
2352,Fish (Upper),MI-IN Till Plain,2015,14-Jul-15,Alkalinity (mg/L),Average,212
2372,Nauvoo,MI-IN Till Plain,2015,20-Jul-15,Alkalinity (mg/L),Average,203
2515,University,Interior River,2016,10-Aug-16,Alkalinity (mg/L),Average,204.75
2577,Oak,Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,38.5
2580,Crosley,Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,98
2597,Sylvan,MI-IN Till Plain,2017,11-Jul-17,Alkalinity (mg/L),Average,200.5
2636,Golden,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,222
2644,Hogback,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,229
2680,Nauvoo,MI-IN Till Plain,2018,16-Jul-18,Alkalinity (mg/L),Average,229.5
2386,Prairie Creek Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Alkalinity (mg/L),Average,147
2494,Eagle Creek Reservoir,Eastern Corn Belt Plain,2016,3-Aug-16,Alkalinity (mg/L),Average,165.75
2655,Scales,Interior River Lowland,2018,2-Jul-18,Alkalinity (mg/L),Average,129.5
2692,Webster,MI-IN Till Plain,2018,24-Jul-18,Alkalinity (mg/L),Average,191.5
2329,Crane,MI-IN Till Plain,2015,30-Jun-15,Alkalinity (mg/L),Average,250
2333,Martin,MI-IN Till Plain,2015,29-Jun-15,Alkalinity (mg/L),Average,266
2490,Sawmill,MI-IN Till Plain,2016,26-Jul-16,Alkalinity (mg/L),Average,191
2614,Mississinewa Reservoir,Eastern Corn Belt Plain,2017,8-Aug-17,Alkalinity (mg/L),Average,141
2401,Geist Reservoir,Eastern Corn Belt Plain,2015,5-Aug-15,Alkalinity (mg/L),Average,175
2416,Manitou,MI-IN Till Plain,2015,10-Aug-15,Alkalinity (mg/L),Average,218
2476,Ferdinand City Old,Interior River Lowland,2016,18-Jul-16,Alkalinity (mg/L),Average,68.75
2573,Miller (Chain-O),MI-IN Till Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,171.25
2575,Dock,MI-IN Till Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,183
2592,Steinbarger,MI-IN Till Plain,2017,24-Jul-17,Alkalinity (mg/L),Average,229.75
2710,Prarie Creek Res.,Eastern Corn Belt Plain,2018,30-Jul-18,Alkalinity (mg/L),Average,159
2334,Bear,MI-IN Till Plain,2015,29-Jun-15,Alkalinity (mg/L),Average,162.25
2343,Royer,MI-IN Till Plain,2015,6-Jul-15,Alkalinity (mg/L),Average,187.5
2462,Gilbert,Central Corn Belt Plain,2016,12-Jul-16,Alkalinity (mg/L),Average,183
2581,Versailles,Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,95.5
2582,Molenkramer Res,Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,87
2609,Sawmill,MI-IN Till Plain,2017,7-Aug-17,Alkalinity (mg/L),Average,220.25
2685,Sand,MI-IN Till Plain,2018,17-Jul-18,Alkalinity (mg/L),Average,194
2699,Shakamak,Interior River Lowland,2018,26-Jul-18,Alkalinity (mg/L),Average,93.5
2520,Bartley,MI-IN Till Plain,2016,16-Aug-16,Alkalinity (mg/L),Average,231.25
2583,Bischoff Res.,Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,93.25
2585,Woods (Big Blue #3),Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,174.5
2590,Nasby Mill Pond,MI-IN Till Plain,2017,24-Jul-17,Alkalinity (mg/L),Average,240
2669,Potato Cr. (Worster),MI-IN Till Plain,2018,9-Jul-18,Alkalinity (mg/L),Average,173
2695,Little Chapman,MI-IN Till Plain,2018,24-Jul-18,Alkalinity (mg/L),Average,167
2706,Starve Hollow,Eastern Corn Belt Plain,2018,30-Jul-18,Alkalinity (mg/L),Average,138.5
2709,Middlefork Res.,Eastern Corn Belt Plain,2018,30-Jul-18,Alkalinity (mg/L),Average,206
2376,Red Pine,Interior River Lowland,2015,22-Jul-15,Alkalinity (mg/L),Average,162
2419,Cagles Mill (Cataract),Interior River,2015,11-Aug-15,Alkalinity (mg/L),Average,122.25
2471,Brush Creek Reservoir,Eastern Corn Belt Plain,2016,19-Jul-16,Alkalinity (mg/L),Average,122.75
2486,Shaffer,MI-IN Till Plain,2016,25-Jul-16,Alkalinity (mg/L),Average,197
2487,Freeman,Eastern Corn Belt Plain,2016,25-Jul-16,Alkalinity (mg/L),Average,182.25
2373,Ridinger,MI-IN Till Plain,2015,21-Jul-15,Alkalinity (mg/L),Average,208
2387,St. Joseph Reservoir,Eastern Corn Belt Plain,2015,27-Jul-15,Alkalinity (mg/L),Average,238.5
2418,Mansfield Reservoir (Hardin),Interior River Lowland,2015,11-Aug-15,Alkalinity (mg/L),Average,131.25
2457,Wolf,Central Corn Belt Plain,2016,11-Jul-16,Alkalinity (mg/L),Average,108.5
2519,Crane,MI-IN Till Plain,2016,16-Aug-16,Alkalinity (mg/L),Average,197.25
2546,Fish,MI-IN Till Plain,2017,26-Jun-17,Alkalinity (mg/L),Average,247
2591,Waldron,MI-IN Till Plain,2017,24-Jul-17,Alkalinity (mg/L),Average,217
2594,Loon,MI-IN Till Plain,2017,25-Jul-17,Alkalinity (mg/L),Average,173.75
2650,Baugher,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,217.5
2703,Big Fry,Interior River Lowland,2018,26-Jul-18,Alkalinity (mg/L),Average,178
2713,Cagles Mill (Cataract),Interior River,2018,31-Jul-18,Alkalinity (mg/L),Average,136
2584,Manlove,Eastern Corn Belt Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,86
2569,Riddles,MI-IN Till Plain,2017,17-Jul-17,Alkalinity (mg/L),Average,153.5
2697,Little Pike,MI-IN Till Plain,2018,24-Jul-18,Alkalinity (mg/L),Average,169
2510,Lemon,Interior River,2016,10-Aug-16,Alkalinity (mg/L),Average,95.25
2633,Fish,MI-IN Till Plain,2018,25-Jun-18,Alkalinity (mg/L),Average,199
2696,Pike,MI-IN Till Plain,2018,24-Jul-18,Alkalinity (mg/L),Average,220.5
2330,Port Mitchell,MI-IN Till Plain,2015,30-Jun-15,Alkalinity (mg/L),Average,222
2381,Carr,MI-IN Till Plain,2015,28-Jul-15,Alkalinity (mg/L),Average,207.5
2447,McClures,MI-IN Till Plain,2016,28-Jun-16,Alkalinity (mg/L),Average,233.5
2503,Palestine,MI-IN Till Plain,2016,1-Aug-16,Alkalinity (mg/L),Average,218
2556,Dale Reservoir,Interior River Lowland,2017,10-Jul-17,Alkalinity (mg/L),Average,83.75
2668,Riddles,MI-IN Till Plain,2018,9-Jul-18,Alkalinity (mg/L),Average,136.5
2702,Impoundment No. 26,Interior River Lowland,2018,26-Jul-18,Alkalinity (mg/L),Average,124.5
2342,Shipshewana,MI-IN Till Plain,2015,6-Jul-15,Alkalinity (mg/L),Average,120
2371,Mud (Chain of Lakes),MI-IN Till Plain,2015,21-Jul-15,Alkalinity (mg/L),Average,194.5
2415,King,MI-IN Till Plain,2015,10-Aug-15,Alkalinity (mg/L),Average,187.5
2445,Muncie,MI-IN Till Plain,2016,28-Jun-16,Alkalinity (mg/L),Average,242
2459,George (Hobart),Central Corn Belt Plain,2016,11-Jul-16,Alkalinity (mg/L),Average,183
2481,Green Valley,Central Corn Belt Plain,2016,27-Jul-16,Alkalinity (mg/L),Average,132.5
2497,Sellers,MI-IN Till Plain,2016,1-Aug-16,Alkalinity (mg/L),Average,199.75
2675,J.C. Murphy,Central Corn Belt Plain,2018,10-Jul-18,Alkalinity (mg/L),Average,113
2460,Cedar,Central Corn Belt Plain,2016,11-Jul-16,Alkalinity (mg/L),Average,99
2484,Bass,MI-IN Till Plain,2016,25-Jul-16,Alkalinity (mg/L),Average,72.5
2493,Cagles Mill (Cataract),Interior River,2016,3-Aug-16,Alkalinity (mg/L),Average,107.5
2595,Robinson,MI-IN Till Plain,2017,25-Jul-17,Alkalinity (mg/L),Average,188
2637,Steinbarger,MI-IN Till Plain,2018,26-Jun-18,Alkalinity (mg/L),Average,238.5
2480,Sullivan,Interior River Lowland,2016,27-Jul-16,Alkalinity (mg/L),Average,96.5
